,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,season,team,comp
29,2023-04-30,17:30,Matchweek 30,Sun,Home,W,3.0,0.0,Mainz 05,1.9,1.7,51.0,23817.0,Maximilian Arnold,3-4-3,Daniel Siebert,Match Report,,3,10,4,40.0,0.3,0.75,12.5,0.0,0,0,1.9,0.19,1.1,1.1,2022-2023,Wolfsburg,
30,2023-05-07,17:30,Matchweek 31,Sun,Away,L,0.0,6.0,Dortmund,1.2,4.2,43.0,81365.0,Maximilian Arnold,3-1-4-2,Marco Fritz,Match Report,,0,10,3,30.0,0.0,0.0,18.6,0.0,0,0,1.2,0.14,-1.2,-1.2,2022-2023,Wolfsburg,
31,2023-05-13,15:30,Matchweek 32,Sat,Home,W,2.0,1.0,Hoffenheim,1.1,1.0,46.0,22617.0,Maximilian Arnold,3-1-4-2,Tobias Stieler,Match Report,,2,9,3,33.3,0.22,0.67,20.5,0.0,0,0,1.1,0.13,0.9,0.9,2022-2023,Wolfsburg,
32,2023-05-19,20:30,Matchweek 33,Fri,Away,L,0.0,2.0,Freiburg,0.7,1.3,57.0,33300.0,Maximilian Arnold,3-1-4-2,Bastian Dankert,Match Report,,0,9,2,22.2,0.0,0.0,16.4,0.0,0,0,0.7,0.08,-0.7,-0.7,2022-2023,Wolfsburg,
33,2023-05-27,15:30,Matchweek 34,Sat,Home,L,1.0,2.0,Hertha BSC,3.4,2.1,64.0,26775.0,Josuha Guilavogui,3-5-2,Benjamin Cortus,Match Report,,1,20,7,35.0,0.05,0.14,13.8,0.0,0,0,3.4,0.17,-2.4,-2.4,2022-2023,Wolfsburg,
0,2022-08-06,15:30,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,1.4,0.9,41.0,24110.0,Robin Zentner,5-4-1,Felix Zwayer,Match Report,,2,13,6,46.2,0.15,0.33,17.5,1.0,0,0,1.4,0.11,0.6,0.6,2022-2023,Mainz 05,
1,2022-08-14,15:30,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,0.7,0.4,49.0,25009.0,Silvan Widmer,3-5-2,Daniel Schlager,Match Report,,0,11,5,45.5,0.0,0.0,16.9,0.0,0,0,0.7,0.06,-0.7,-0.7,2022-2023,Mainz 05,
2,2022-08-20,15:30,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,2.1,0.5,50.0,23755.0,Silvan Widmer,3-5-2,Sascha Stegemann,Match Report,,2,12,5,41.7,0.17,0.4,19.6,1.0,0,1,1.3,0.11,-0.1,0.7,2022-2023,Mainz 05,
3,2022-08-27,15:30,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,1.4,1.9,61.0,28500.0,Silvan Widmer,3-4-3,Christian Dingert,Match Report,,0,18,3,16.7,0.0,0.0,18.4,1.0,0,0,1.4,0.08,-1.4,-1.4,2022-2023,Mainz 05,
4,2022-09-04,17:30,Matchweek 5,Sun,Away,W,1.0,0.0,M'Gladbach,0.6,1.2,47.0,51210.0,Silvan Widmer,3-4-3,Deniz Aytekin,Match Report,,1,11,4,36.4,0.09,0.25,17.6,2.0,0,0,0.6,0.06,0.4,0.4,2022-2023,Mainz 05,
5,2022-09-10,15:30,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,0.7,4.2,36.0,20114.0,Silvan Widmer,3-4-3,Daniel Schlager,Match Report,,1,9,2,22.2,0.11,0.5,18.3,0.0,0,0,0.7,0.08,0.3,0.3,2022-2023,Mainz 05,
6,2022-09-16,20:30,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,0.7,0.4,57.0,25300.0,Silvan Widmer,3-4-3,Frank Willenborg,Match Report,,1,11,2,18.2,0.09,0.5,16.6,0.0,0,0,0.7,0.07,0.3,0.3,2022-2023,Mainz 05,
7,2022-10-01,15:30,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,1.6,2.0,47.0,34700.0,Silvan Widmer,3-4-3,Sven Jablonski,Match Report,,1,15,6,40.0,0.07,0.17,19.1,1.0,0,0,1.6,0.11,-0.6,-0.6,2022-2023,Mainz 05,
8,2022-10-08,15:30,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,0.6,1.0,37.0,26100.0,Silvan Widmer,3-5-2,Felix Brych,Match Report,,1,9,3,33.3,0.11,0.33,19.7,0.0,0,0,0.6,0.06,0.4,0.4,2022-2023,Mainz 05,
9,2022-10-15,15:30,Matchweek 10,Sat,Away,W,2.0,0.0,Werder Bremen,1.1,1.3,33.0,41000.0,Robin Zentner,3-4-3,Robert Hartmann,Match Report,,2,11,5,45.5,0.18,0.4,16.5,0.0,0,0,1.1,0.1,0.9,0.9,2022-2023,Mainz 05,
10,2022-10-21,20:30,Matchweek 11,Fri,Home,W,5.0,0.0,Köln,1.9,0.7,55.0,31610.0,Robin Zentner,3-5-2,Matthias Jöllenbeck,Match Report,,5,15,6,40.0,0.27,0.67,18.2,1.0,1,1,1.1,0.08,3.1,2.9,2022-2023,Mainz 05,
11,2022-10-29,15:30,Matchweek 12,Sat,Away,L,2.0,6.0,Bayern Munich,2.2,3.1,31.0,75000.0,Silvan Widmer,5-3-2,Felix Zwayer,Match Report,,2,13,4,30.8,0.15,0.5,13.4,0.0,0,1,1.4,0.11,-0.2,0.6,2022-2023,Mainz 05,
12,2022-11-05,15:30,Matchweek 13,Sat,Home,L,0.0,3.0,Wolfsburg,1.0,0.6,56.0,26750.0,Silvan Widmer,3-4-3,Daniel Siebert,Match Report,,0,15,3,20.0,0.0,0.0,19.3,0.0,0,0,1.0,0.06,-1.0,-1.0,2022-2023,Mainz 05,
13,2022-11-09,20:30,Matchweek 14,Wed,Away,L,0.0,1.0,Schalke 04,0.8,1.5,55.0,58256.0,Robin Zentner,3-5-2,Tobias Reichel,Match Report,,0,11,1,9.1,0.0,0.0,13.5,1.0,0,0,0.8,0.07,-0.8,-0.8,2022-2023,Mainz 05,
14,2022-11-13,15:30,Matchweek 15,Sun,Home,D,1.0,1.0,Eint Frankfurt,1.5,1.8,40.0,33305.0,Silvan Widmer,3-4-3,Robert Schröder,Match Report,,1,18,6,33.3,0.06,0.17,16.0,0.0,0,0,1.5,0.09,-0.5,-0.5,2022-2023,Mainz 05,
15,2023-01-21,15:30,Matchweek 16,Sat,Away,D,1.0,1.0,Stuttgart,1.4,1.6,45.0,45903.0,Silvan Widmer,3-4-3,Felix Brych,Match Report,,1,12,1,8.3,0.0,0.0,20.3,1.0,1,1,0.6,0.06,-0.4,-0.6,2022-2023,Mainz 05,
16,2023-01-25,18:30,Matchweek 17,Wed,Home,L,1.0,2.0,Dortmund,1.2,1.5,38.0,31500.0,Silvan Widmer,3-5-2,Sascha Stegemann,Match Report,,1,12,4,33.3,0.08,0.25,14.8,0.0,0,0,1.2,0.1,-0.2,-0.2,2022-2023,Mainz 05,
17,2023-01-28,15:30,Matchweek 18,Sat,Home,W,5.0,2.0,Bochum,2.1,1.5,42.0,23300.0,Silvan Widmer,3-4-3,Patrick Ittrich,Match Report,,5,14,7,50.0,0.36,0.71,17.3,0.0,0,0,2.1,0.15,2.9,2.9,2022-2023,Mainz 05,
18,2023-02-04,15:30,Matchweek 19,Sat,Away,L,1.0,2.0,Union Berlin,1.3,1.1,49.0,22012.0,Dominik Kohr,3-4-3,Florian Badstübner,Match Report,,1,11,4,36.4,0.0,0.0,20.7,0.0,1,1,0.5,0.05,-0.3,-0.5,2022-2023,Mainz 05,
19,2023-02-11,15:30,Matchweek 20,Sat,Home,W,3.0,1.0,Augsburg,2.4,1.5,50.0,22200.0,Karim Onisiwo,3-4-3,Sven Jablonski,Match Report,,3,15,6,40.0,0.2,0.5,14.6,0.0,0,0,2.4,0.16,0.6,0.6,2022-2023,Mainz 05,
20,2023-02-19,19:30,Matchweek 21,Sun,Away,W,3.0,2.0,Leverkusen,1.6,2.2,34.0,27002.0,Karim Onisiwo,3-4-1-2,Robert Schröder,Match Report,,3,11,6,54.5,0.18,0.33,14.4,0.0,1,1,0.8,0.08,1.4,1.2,2022-2023,Mainz 05,
21,2023-02-24,20:30,Matchweek 22,Fri,Home,W,4.0,0.0,M'Gladbach,1.8,1.2,36.0,32500.0,Robin Zentner,3-4-3,Robert Hartmann,Match Report,,4,14,8,57.1,0.29,0.5,16.1,0.0,0,0,1.8,0.13,2.2,2.2,2022-2023,Mainz 05,
22,2023-03-04,15:30,Matchweek 23,Sat,Home,W,1.0,0.0,Hoffenheim,1.1,0.8,47.0,28100.0,Robin Zentner,3-4-3,Sascha Stegemann,Match Report,,1,16,6,37.5,0.06,0.17,16.6,0.0,0,0,1.1,0.07,-0.1,-0.1,2022-2023,Mainz 05,
23,2023-03-11,15:30,Matchweek 24,Sat,Away,D,1.0,1.0,Hertha BSC,0.5,1.5,59.0,41689.0,Robin Zentner,3-4-3,Benjamin Cortus,Match Report,,1,6,3,50.0,0.17,0.33,16.3,0.0,0,0,0.5,0.09,0.5,0.5,2022-2023,Mainz 05,
24,2023-03-19,19:30,Matchweek 25,Sun,Home,D,1.0,1.0,Freiburg,1.0,1.7,47.0,26800.0,Robin Zentner,3-4-3,Bastian Dankert,Match Report,,1,10,5,50.0,0.1,0.2,16.4,1.0,0,0,1.0,0.1,0.0,0.0,2022-2023,Mainz 05,
25,2023-04-01,15:30,Matchweek 26,Sat,Away,W,3.0,0.0,RB Leipzig,2.9,0.8,31.0,45597.0,Silvan Widmer,3-4-3,Christian Dingert,Match Report,,3,19,7,36.8,0.16,0.43,16.2,2.0,0,0,2.9,0.17,0.1,0.1,2022-2023,Mainz 05,
26,2023-04-08,15:30,Matchweek 27,Sat,Home,D,2.0,2.0,Werder Bremen,1.9,0.9,51.0,33305.0,Silvan Widmer,3-4-3,Benjamin Brand,Match Report,,2,16,10,62.5,0.13,0.2,16.7,0.0,0,0,1.9,0.12,0.1,0.1,2022-2023,Mainz 05,
27,2023-04-15,15:30,Matchweek 28,Sat,Away,D,1.0,1.0,Köln,0.8,1.0,47.0,50000.0,Silvan Widmer,3-4-3,Benjamin Cortus,Match Report,,1,5,1,20.0,0.2,1.0,23.1,0.0,0,0,0.8,0.16,0.2,0.2,2022-2023,Mainz 05,
28,2023-04-22,15:30,Matchweek 29,Sat,Home,W,3.0,1.0,Bayern Munich,1.6,1.9,26.0,33305.0,Silvan Widmer,3-4-3,Felix Zwayer,Match Report,,3,12,4,33.3,0.25,0.75,17.3,0.0,0,0,1.6,0.14,1.4,1.4,2022-2023,Mainz 05,
29,2023-04-30,17:30,Matchweek 30,Sun,Away,L,0.0,3.0,Wolfsburg,1.7,1.9,49.0,23817.0,Silvan Widmer,3-4-3,Daniel Siebert,Match Report,,0,10,2,20.0,0.0,0.0,13.4,0.0,0,0,1.7,0.18,-1.7,-1.7,2022-2023,Mainz 05,
30,2023-05-05,20:30,Matchweek 31,Fri,Home,L,2.0,3.0,Schalke 04,1.3,2.9,57.0,33305.0,Robin Zentner,3-4-3,Matthias Jöllenbeck,Match Report,,2,10,4,40.0,0.2,0.5,13.2,1.0,0,0,1.3,0.14,0.7,0.7,2022-2023,Mainz 05,
31,2023-05-13,15:30,Matchweek 32,Sat,Away,L,0.0,3.0,Eint Frankfurt,1.0,2.2,45.0,50000.0,Robin Zentner,3-4-3,Felix Brych,Match Report,,0,9,3,33.3,0.0,0.0,18.2,1.0,0,0,1.0,0.12,-1.0,-1.0,2022-2023,Mainz 05,
32,2023-05-21,15:30,Matchweek 33,Sun,Home,L,1.0,4.0,Stuttgart,1.3,1.8,47.0,33305.0,Karim Onisiwo,3-4-3,Sven Jablonski,Match Report,,1,10,6,60.0,0.1,0.17,17.9,2.0,0,0,1.3,0.14,-0.3,-0.3,2022-2023,Mainz 05,
33,2023-05-27,15:30,Matchweek 34,Sat,Away,D,2.0,2.0,Dortmund,1.8,4.0,27.0,81365.0,Karim Onisiwo,3-4-3,Marco Fritz,Match Report,,2,10,4,40.0,0.2,0.5,21.6,1.0,0,0,1.8,0.18,0.2,0.2,2022-2023,Mainz 05,
0,2022-08-06,15:30,Matchweek 1,Sat,Home,W,3.0,1.0,Hoffenheim,1.9,0.1,61.0,49659.0,Yann Sommer,4-2-3-1,Daniel Siebert,Match Report,,3,18,7,38.9,0.17,0.43,16.2,1.0,0,0,1.9,0.11,1.1,1.1,2022-2023,Monchengladbach,
1,2022-08-13,18:30,Matchweek 2,Sat,Away,D,2.0,2.0,Schalke 04,1.3,1.4,67.0,62271.0,Yann Sommer,4-2-3-1,Sven Jablonski,Match Report,,2,14,8,57.1,0.14,0.25,16.7,0.0,0,0,1.3,0.09,0.7,0.7,2022-2023,Monchengladbach,
2,2022-08-19,20:30,Matchweek 3,Fri,Home,W,1.0,0.0,Hertha BSC,2.7,1.0,64.0,48411.0,Yann Sommer,4-2-3-1,Matthias Jöllenbeck,Match Report,,1,9,4,44.4,0.0,0.0,21.0,0.0,1,2,1.2,0.14,-1.7,-1.2,2022-2023,Monchengladbach,
3,2022-08-27,18:30,Matchweek 4,Sat,Away,D,1.0,1.0,Bayern Munich,0.5,2.8,31.0,75000.0,Yann Sommer,4-2-3-1,Daniel Schlager,Match Report,,1,5,3,60.0,0.2,0.33,17.9,0.0,0,0,0.5,0.1,0.5,0.5,2022-2023,Monchengladbach,
4,2022-09-04,17:30,Matchweek 5,Sun,Home,L,0.0,1.0,Mainz 05,1.2,0.6,53.0,51210.0,Yann Sommer,4-2-3-1,Deniz Aytekin,Match Report,,0,14,2,14.3,0.0,0.0,16.8,0.0,0,0,1.2,0.08,-1.2,-1.2,2022-2023,Monchengladbach,
5,2022-09-11,17:30,Matchweek 6,Sun,Away,D,0.0,0.0,Freiburg,1.2,1.1,57.0,34700.0,Lars Stindl,4-2-3-1,Tobias Stieler,Match Report,,0,14,5,35.7,0.0,0.0,15.0,0.0,0,0,1.2,0.09,-1.2,-1.2,2022-2023,Monchengladbach,
6,2022-09-17,18:30,Matchweek 7,Sat,Home,W,3.0,0.0,RB Leipzig,2.7,0.9,45.0,50186.0,Lars Stindl,4-2-3-1,Patrick Ittrich,Match Report,,3,21,10,47.6,0.14,0.3,18.0,0.0,0,0,2.7,0.13,0.3,0.3,2022-2023,Monchengladbach,
7,2022-10-01,18:30,Matchweek 8,Sat,Away,L,1.0,5.0,Werder Bremen,2.3,1.9,53.0,42100.0,Lars Stindl,4-2-3-1,Matthias Jöllenbeck,Match Report,,1,13,8,61.5,0.08,0.13,12.8,0.0,0,0,2.3,0.18,-1.3,-1.3,2022-2023,Monchengladbach,
8,2022-10-09,15:30,Matchweek 9,Sun,Home,W,5.0,2.0,Köln,3.0,1.3,65.0,54042.0,Lars Stindl,4-2-3-1,Sven Jablonski,Match Report,,5,13,5,38.5,0.31,0.8,18.1,1.0,1,1,2.2,0.17,2.0,1.8,2022-2023,Monchengladbach,
9,2022-10-15,15:30,Matchweek 10,Sat,Away,D,2.0,2.0,Wolfsburg,0.8,1.8,46.0,26701.0,Lars Stindl,4-2-3-1,Benjamin Cortus,Match Report,,2,9,5,55.6,0.22,0.4,15.4,1.0,0,0,0.8,0.09,1.2,1.2,2022-2023,Monchengladbach,
10,2022-10-22,18:30,Matchweek 11,Sat,Home,L,1.0,3.0,Eint Frankfurt,1.0,1.9,60.0,53019.0,Lars Stindl,4-2-3-1,Daniel Siebert,Match Report,,1,7,3,42.9,0.14,0.33,14.0,0.0,0,0,1.0,0.15,0.0,0.0,2022-2023,Monchengladbach,
11,2022-10-30,15:30,Matchweek 12,Sun,Away,L,1.0,2.0,Union Berlin,1.0,0.9,45.0,22012.0,Lars Stindl,4-2-3-1,Harm Osmers,Match Report,,1,7,3,42.9,0.14,0.33,16.6,1.0,0,0,1.0,0.14,0.0,0.0,2022-2023,Monchengladbach,
12,2022-11-04,20:30,Matchweek 13,Fri,Home,W,3.0,1.0,Stuttgart,0.9,1.1,55.0,53178.0,Christoph Kramer,4-2-3-1,Matthias Jöllenbeck,Match Report,,3,13,6,46.2,0.23,0.5,22.7,0.0,0,0,0.9,0.07,2.1,2.1,2022-2023,Monchengladbach,
13,2022-11-08,20:30,Matchweek 14,Tue,Away,L,1.0,2.0,Bochum,0.8,2.0,54.0,25900.0,Christoph Kramer,4-2-3-1,Daniel Schlager,Match Report,,1,8,2,25.0,0.13,0.5,15.3,0.0,0,0,0.8,0.1,0.2,0.2,2022-2023,Monchengladbach,
14,2022-11-11,20:30,Matchweek 15,Fri,Home,W,4.0,2.0,Dortmund,2.1,3.0,39.0,54042.0,Lars Stindl,4-2-3-1,Sven Jablonski,Match Report,,4,11,6,54.5,0.36,0.67,17.0,0.0,0,0,2.1,0.19,1.9,1.9,2022-2023,Monchengladbach,
15,2023-01-22,17:30,Matchweek 16,Sun,Home,L,2.0,3.0,Leverkusen,1.0,2.0,61.0,53336.0,Christoph Kramer,4-2-3-1,Harm Osmers,Match Report,,2,15,8,53.3,0.13,0.25,17.8,0.0,0,0,1.0,0.07,1.0,1.0,2022-2023,Monchengladbach,
16,2023-01-25,20:30,Matchweek 17,Wed,Away,L,0.0,1.0,Augsburg,0.3,0.9,56.0,23158.0,Christoph Kramer,4-2-3-1,Daniel Schlager,Match Report,,0,7,2,28.6,0.0,0.0,18.4,0.0,0,0,0.3,0.04,-0.3,-0.3,2022-2023,Monchengladbach,
17,2023-01-28,15:30,Matchweek 18,Sat,Away,W,4.0,1.0,Hoffenheim,1.7,1.8,49.0,24119.0,Lars Stindl,4-2-3-1,Benjamin Brand,Match Report,,4,9,5,55.6,0.44,0.8,15.9,0.0,0,0,1.7,0.19,2.3,2.3,2022-2023,Monchengladbach,
18,2023-02-04,18:30,Matchweek 19,Sat,Home,D,0.0,0.0,Schalke 04,1.1,1.0,54.0,54042.0,Lars Stindl,4-2-3-1,Deniz Aytekin,Match Report,,0,18,4,22.2,0.0,0.0,17.7,0.0,0,0,1.1,0.06,-1.1,-1.1,2022-2023,Monchengladbach,
19,2023-02-12,15:30,Matchweek 20,Sun,Away,L,1.0,4.0,Hertha BSC,0.5,3.0,69.0,40973.0,Lars Stindl,4-2-3-1,Christian Dingert,Match Report,,1,8,3,37.5,0.13,0.33,14.9,0.0,0,0,0.5,0.06,0.5,0.5,2022-2023,Monchengladbach,
20,2023-02-18,15:30,Matchweek 21,Sat,Home,W,3.0,2.0,Bayern Munich,2.4,1.1,53.0,54042.0,Lars Stindl,4-2-3-1,Tobias Welz,Match Report,,3,17,7,41.2,0.18,0.43,16.8,1.0,0,0,2.4,0.14,0.6,0.6,2022-2023,Monchengladbach,
21,2023-02-24,20:30,Matchweek 22,Fri,Away,L,0.0,4.0,Mainz 05,1.2,1.8,64.0,32500.0,Lars Stindl,4-2-3-1,Robert Hartmann,Match Report,,0,9,2,22.2,0.0,0.0,21.1,1.0,0,0,1.2,0.13,-1.2,-1.2,2022-2023,Monchengladbach,
22,2023-03-04,15:30,Matchweek 23,Sat,Home,D,0.0,0.0,Freiburg,1.5,0.3,52.0,52000.0,Lars Stindl,4-2-3-1,Benjamin Brand,Match Report,,0,9,3,33.3,0.0,0.0,14.5,0.0,0,0,1.5,0.17,-1.5,-1.5,2022-2023,Monchengladbach,
23,2023-03-11,15:30,Matchweek 24,Sat,Away,L,0.0,3.0,RB Leipzig,1.6,2.5,34.0,46687.0,Christoph Kramer,4-2-3-1,Matthias Jöllenbeck,Match Report,,0,6,2,33.3,0.0,0.0,16.3,0.0,0,1,0.8,0.13,-1.6,-0.8,2022-2023,Monchengladbach,
24,2023-03-17,20:30,Matchweek 25,Fri,Home,D,2.0,2.0,Werder Bremen,3.4,1.3,58.0,54042.0,Lars Stindl,4-2-3-1,Tobias Reichel,Match Report,,2,21,8,38.1,0.1,0.25,18.2,1.0,0,0,3.4,0.16,-1.4,-1.4,2022-2023,Monchengladbach,
25,2023-04-02,15:30,Matchweek 26,Sun,Away,D,0.0,0.0,Köln,1.0,1.0,49.0,50000.0,Lars Stindl,4-2-3-1,Felix Zwayer,Match Report,,0,8,2,25.0,0.0,0.0,18.5,1.0,0,0,1.0,0.12,-1.0,-1.0,2022-2023,Monchengladbach,
26,2023-04-09,15:30,Matchweek 27,Sun,Home,W,2.0,0.0,Wolfsburg,1.6,1.5,44.0,51127.0,Lars Stindl,4-2-3-1,Timo Gerach,Match Report,,2,13,6,46.2,0.15,0.33,18.5,1.0,0,0,1.6,0.13,0.4,0.4,2022-2023,Monchengladbach,
27,2023-04-15,18:30,Matchweek 28,Sat,Away,D,1.0,1.0,Eint Frankfurt,1.2,2.2,41.0,50000.0,Jonas Hofmann,4-2-3-1,Sven Jablonski,Match Report,,1,4,2,50.0,0.25,0.5,15.3,0.0,0,0,1.2,0.3,-0.2,-0.2,2022-2023,Monchengladbach,
28,2023-04-23,19:30,Matchweek 29,Sun,Home,L,0.0,1.0,Union Berlin,0.7,1.3,62.0,52107.0,Lars Stindl,4-2-3-1,Martin Petersen,Match Report,,0,8,4,50.0,0.0,0.0,18.0,0.0,0,0,0.7,0.08,-0.7,-0.7,2022-2023,Monchengladbach,
29,2023-04-29,15:30,Matchweek 30,Sat,Away,L,1.0,2.0,Stuttgart,1.2,2.3,58.0,47700.0,Lars Stindl,4-2-3-1,Tobias Welz,Match Report,,1,8,3,37.5,0.0,0.0,21.1,0.0,1,1,0.5,0.06,-0.2,-0.5,2022-2023,Monchengladbach,
30,2023-05-06,15:30,Matchweek 31,Sat,Home,W,2.0,0.0,Bochum,1.9,1.1,55.0,53797.0,Jonas Hofmann,4-2-3-1,Robert Schröder,Match Report,,2,25,9,36.0,0.08,0.22,16.9,0.0,0,0,1.9,0.08,0.1,0.1,2022-2023,Monchengladbach,
31,2023-05-13,18:30,Matchweek 32,Sat,Away,L,2.0,5.0,Dortmund,2.0,4.5,46.0,81365.0,Jonas Hofmann,4-2-3-1,Daniel Schlager,Match Report,,2,12,6,50.0,0.08,0.17,21.0,1.0,1,1,1.2,0.1,0.0,-0.2,2022-2023,Monchengladbach,
32,2023-05-21,19:30,Matchweek 33,Sun,Away,D,2.0,2.0,Leverkusen,1.7,1.6,53.0,30210.0,Christoph Kramer,3-4-3,Daniel Siebert,Match Report,,2,11,6,54.5,0.18,0.33,14.3,0.0,0,0,1.7,0.15,0.3,0.3,2022-2023,Monchengladbach,
33,2023-05-27,15:30,Matchweek 34,Sat,Home,W,2.0,0.0,Augsburg,3.0,0.5,74.0,52186.0,Lars Stindl,3-4-3,Matthias Jöllenbeck,Match Report,,2,19,7,36.8,0.11,0.29,17.3,2.0,0,0,3.0,0.17,-1.0,-1.0,2022-2023,Monchengladbach,
0,2022-08-07,17:30,Matchweek 1,Sun,Home,W,3.0,1.0,Schalke 04,4.1,0.2,75.0,50000.0,Jonas Hector,4-1-3-2,Robert Schröder,Match Report,,3,32,10,31.3,0.09,0.3,15.5,0.0,0,0,4.1,0.14,-1.1,-1.1,2022-2023,Koln,
1,2022-08-13,15:30,Matchweek 2,Sat,Away,D,2.0,2.0,RB Leipzig,1.5,1.0,48.0,49579.0,Jonas Hector,4-2-3-1,Benjamin Brand,Match Report,,1,13,4,30.8,0.08,0.25,18.8,0.0,0,0,1.5,0.12,-0.5,-0.5,2022-2023,Koln,
2,2022-08-21,15:30,Matchweek 3,Sun,Away,D,1.0,1.0,Eint Frankfurt,0.3,0.9,46.0,50800.0,Jonas Hector,4-1-2-1-2◆,Martin Petersen,Match Report,,1,5,2,40.0,0.2,0.5,16.2,0.0,0,0,0.3,0.06,0.7,0.7,2022-2023,Koln,
3,2022-08-28,15:30,Matchweek 4,Sun,Home,D,0.0,0.0,Stuttgart,0.6,2.1,63.0,50000.0,Jonas Hector,4-1-3-2,Harm Osmers,Match Report,,0,7,1,14.3,0.0,0.0,19.4,0.0,0,0,0.6,0.08,-0.6,-0.6,2022-2023,Koln,
4,2022-09-03,15:30,Matchweek 5,Sat,Away,W,4.0,2.0,Wolfsburg,2.7,1.0,49.0,25654.0,Jonas Hector,4-2-3-1,Matthias Jöllenbeck,Match Report,,3,17,4,23.5,0.12,0.5,16.5,0.0,1,1,1.9,0.11,0.3,0.1,2022-2023,Koln,
5,2022-09-11,15:30,Matchweek 6,Sun,Home,L,0.0,1.0,Union Berlin,0.6,1.5,53.0,49500.0,Jonas Hector,4-2-3-1,Benjamin Cortus,Match Report,,0,8,3,37.5,0.0,0.0,14.8,0.0,0,0,0.6,0.07,-0.6,-0.6,2022-2023,Koln,
6,2022-09-18,17:30,Matchweek 7,Sun,Away,D,1.0,1.0,Bochum,2.1,0.2,65.0,25800.0,Jonas Hector,4-2-3-1,Bastian Dankert,Match Report,,1,18,3,16.7,0.06,0.33,15.3,0.0,0,0,2.1,0.12,-1.1,-1.1,2022-2023,Koln,
7,2022-10-01,15:30,Matchweek 8,Sat,Home,W,3.0,2.0,Dortmund,1.9,2.5,42.0,50000.0,Jonas Hector,4-1-3-2,Harm Osmers,Match Report,,3,21,10,47.6,0.14,0.3,16.1,0.0,0,0,1.9,0.09,1.1,1.1,2022-2023,Koln,
8,2022-10-09,15:30,Matchweek 9,Sun,Away,L,2.0,5.0,M'Gladbach,1.3,3.0,35.0,54042.0,Jonas Hector,4-1-3-2,Sven Jablonski,Match Report,,2,4,2,50.0,0.25,0.5,19.2,0.0,1,1,0.5,0.12,0.7,0.5,2022-2023,Koln,
9,2022-10-16,15:30,Matchweek 10,Sun,Home,W,3.0,2.0,Augsburg,1.5,0.4,64.0,49000.0,Jonas Hector,4-1-3-2,Felix Zwayer,Match Report,,3,15,5,33.3,0.2,0.6,15.1,0.0,0,0,1.5,0.1,1.5,1.5,2022-2023,Koln,
10,2022-10-21,20:30,Matchweek 11,Fri,Away,L,0.0,5.0,Mainz 05,0.7,1.9,45.0,31610.0,Jonas Hector,4-3-1-2,Matthias Jöllenbeck,Match Report,,0,6,2,33.3,0.0,0.0,19.4,1.0,0,0,0.7,0.12,-0.7,-0.7,2022-2023,Koln,
11,2022-10-30,19:30,Matchweek 12,Sun,Home,D,1.0,1.0,Hoffenheim,1.2,0.9,36.0,49000.0,Florian Kainz,4-4-2,Frank Willenborg,Match Report,,1,11,3,27.3,0.09,0.33,17.4,0.0,0,0,1.2,0.11,-0.2,-0.2,2022-2023,Koln,
12,2022-11-06,17:30,Matchweek 13,Sun,Away,L,0.0,2.0,Freiburg,0.5,1.4,45.0,33800.0,Florian Kainz,4-2-3-1,Florian Badstübner,Match Report,,0,6,2,33.3,0.0,0.0,14.2,0.0,0,0,0.5,0.08,-0.5,-0.5,2022-2023,Koln,
13,2022-11-09,18:30,Matchweek 14,Wed,Home,L,1.0,2.0,Leverkusen,1.4,1.4,58.0,50000.0,Jonas Hector,4-2-3-1,Tobias Stieler,Match Report,,1,19,7,36.8,0.05,0.14,17.8,0.0,0,0,1.4,0.08,-0.4,-0.4,2022-2023,Koln,
14,2022-11-12,15:30,Matchweek 15,Sat,Away,L,0.0,2.0,Hertha BSC,1.8,1.8,52.0,60827.0,Jonas Hector,4-2-3-1,Christian Dingert,Match Report,,0,10,3,30.0,0.0,0.0,16.6,2.0,0,0,1.8,0.18,-1.8,-1.8,2022-2023,Koln,
15,2023-01-21,18:30,Matchweek 16,Sat,Home,W,7.0,1.0,Werder Bremen,3.0,0.3,50.0,50000.0,Jonas Hector,4-2-2-2,Robert Schröder,Match Report,,6,15,7,46.7,0.4,0.86,14.5,0.0,0,0,3.0,0.21,3.0,3.0,2022-2023,Koln,
16,2023-01-24,20:30,Matchweek 17,Tue,Away,D,1.0,1.0,Bayern Munich,0.8,1.4,23.0,75000.0,Jonas Hector,4-2-3-1,Tobias Stieler,Match Report,,1,3,1,33.3,0.33,1.0,7.5,0.0,0,0,0.8,0.27,0.2,0.2,2022-2023,Koln,
