,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,season,team
9,2023-10-29,14:00,Matchweek 10,Sun,Home,D,1.0,1.0,Fulham,1.4,0.7,71.0,31550.0,Lewis Dunk,3-4-3,Michael Salisbury,Match Report,,1,18,6,33.3,0.06,0.17,18.1,1,0,0,1.4,0.08,-0.4,-0.4,5,4,80.0,0,0.9,-0.1,0,0,0,2,8,25.0,42,5,19.0,22.7,7,0.0,7.0,8,0,0.0,3,26.0,2023-2024,Brighton and Hove Albion
10,2023-11-04,15:00,Matchweek 11,Sat,Away,D,1.0,1.0,Everton,0.5,0.7,79.0,38683.0,Lewis Dunk,4-3-3,Tim Robinson,Match Report,,0,7,2,28.6,0.0,0.0,15.6,1,0,0,0.5,0.07,-0.5,-0.5,4,3,75.0,0,0.6,-0.4,0,0,0,2,2,100.0,38,6,5.3,18.8,6,0.0,12.8,9,0,0.0,0,,2023-2024,Brighton and Hove Albion
11,2023-11-12,14:00,Matchweek 12,Sun,Home,D,1.0,1.0,Sheffield Utd,1.5,1.1,61.0,31367.0,Pascal Groß,4-2-3-1,John Brooks,Match Report,,1,11,6,54.5,0.09,0.17,16.5,0,0,0,1.5,0.14,-0.5,-0.5,1,1,0.0,0,0.0,0.0,0,0,0,3,10,30.0,28,4,28.6,29.9,9,22.2,23.7,4,0,0.0,4,24.5,2023-2024,Brighton and Hove Albion
12,2023-11-25,15:00,Matchweek 13,Sat,Away,W,3.0,2.0,Nott'ham Forest,1.3,1.9,53.0,29404.0,Lewis Dunk,4-2-3-1,Anthony Taylor,Match Report,,3,9,4,44.4,0.22,0.5,19.9,1,1,1,0.6,0.06,1.7,1.4,5,3,80.0,0,1.8,-0.2,1,0,0,5,10,50.0,32,6,12.5,21.3,11,54.5,40.0,28,1,3.6,1,14.0,2023-2024,Brighton and Hove Albion
13,2023-12-03,14:00,Matchweek 14,Sun,Away,L,2.0,3.0,Chelsea,1.1,2.1,68.0,39647.0,Adam Lallana,4-2-3-1,Craig Pawson,Match Report,,2,18,9,50.0,0.11,0.22,18.6,1,0,0,1.1,0.06,0.9,0.9,4,1,50.0,0,2.0,-1.0,1,0,0,0,2,0.0,23,2,8.7,21.5,4,0.0,11.0,7,0,0.0,1,24.0,2023-2024,Brighton and Hove Albion
14,2023-12-06,19:30,Matchweek 15,Wed,Home,W,2.0,1.0,Brentford,1.5,1.5,62.0,31571.0,Pascal Groß,4-2-3-1,Peter Bankes,Match Report,,2,18,7,38.9,0.11,0.29,16.1,0,0,0,1.5,0.09,0.5,0.5,1,0,100.0,0,1.0,0.0,1,0,0,4,11,36.4,30,3,33.3,35.8,2,50.0,25.0,7,1,14.3,0,12.7,2023-2024,Brighton and Hove Albion
15,2023-12-09,15:00,Matchweek 16,Sat,Home,D,1.0,1.0,Burnley,2.6,0.6,72.0,31511.0,Lewis Dunk,4-2-3-1,Simon Hooper,Match Report,,1,29,11,37.9,0.03,0.09,14.2,2,0,0,2.6,0.1,-1.6,-1.6,3,2,66.7,0,1.1,0.1,0,0,0,0,0,,35,11,0.0,17.3,5,0.0,11.0,6,2,33.3,1,13.6,2023-2024,Brighton and Hove Albion
16,2023-12-17,14:00,Matchweek 17,Sun,Away,L,0.0,2.0,Arsenal,0.7,2.3,51.0,60257.0,Lewis Dunk,4-2-3-1,Tim Robinson,Match Report,,0,6,1,16.7,0.0,0.0,16.9,0,0,0,0.7,0.11,-0.7,-0.7,8,6,75.0,0,1.4,-0.6,0,0,0,1,3,33.3,44,4,6.8,22.1,9,0.0,6.6,17,0,0.0,1,13.3,2023-2024,Brighton and Hove Albion
17,2023-12-21,20:00,Matchweek 18,Thu,Away,D,1.0,1.0,Crystal Palace,1.2,1.3,65.0,24171.0,Lewis Dunk,4-2-3-1,John Brooks,Match Report,,1,18,6,33.3,0.06,0.17,17.6,0,0,0,1.2,0.07,-0.2,-0.2,3,2,66.7,0,1.2,0.2,0,0,0,1,2,50.0,39,9,5.1,19.3,6,0.0,14.3,8,0,0.0,2,16.7,2023-2024,Brighton and Hove Albion
18,2023-12-28,19:30,Matchweek 19,Thu,Home,W,4.0,2.0,Tottenham,3.2,2.3,45.0,31675.0,Lewis Dunk,4-1-2-1-2◆,Jarred Gillett,Match Report,,4,13,7,53.8,0.15,0.29,15.2,0,2,2,1.9,0.16,0.8,0.1,3,1,33.3,0,2.2,0.2,0,0,0,8,18,44.4,35,1,37.1,33.6,11,45.5,37.2,18,1,5.6,2,18.3,2023-2024,Brighton and Hove Albion
19,2024-01-02,19:30,Matchweek 20,Tue,Away,D,0.0,0.0,West Ham,2.3,0.7,68.0,62462.0,Pascal Groß,4-3-1-2,Samuel Barrott,Match Report,,0,22,8,36.4,0.0,0.0,14.4,0,0,0,2.3,0.11,-2.3,-2.3,2,2,100.0,1,0.2,0.2,0,0,0,3,5,60.0,42,6,11.9,23.2,8,0.0,8.9,10,2,20.0,1,11.3,2023-2024,Brighton and Hove Albion
20,2024-01-22,19:45,Matchweek 21,Mon,Home,D,0.0,0.0,Wolves,1.0,1.1,72.0,41505.0,Lewis Dunk,4-3-3,Craig Pawson,Match Report,,0,11,3,27.3,0.0,0.0,14.2,0,0,0,1.0,0.1,-1.0,-1.0,3,3,100.0,1,0.4,0.4,0,0,0,4,11,36.4,39,5,28.2,28.1,7,0.0,9.4,6,0,0.0,7,29.1,2023-2024,Brighton and Hove Albion
21,2024-01-30,19:45,Matchweek 22,Tue,Away,L,0.0,4.0,Luton Town,0.9,3.1,59.0,10994.0,Lewis Dunk,3-4-3,Robert Jones,Match Report,,0,9,2,22.2,0.0,0.0,13.9,0,0,0,0.9,0.11,-0.9,-0.9,8,4,50.0,0,4.4,0.4,0,0,0,1,17,5.9,40,3,42.5,36.2,3,0.0,6.3,13,0,0.0,2,23.0,2023-2024,Brighton and Hove Albion
0,2023-08-13,16:30,Matchweek 1,Sun,Home,D,1.0,1.0,Liverpool,1.4,1.3,65.0,40096.0,Reece James,3-4-3,Anthony Taylor,Match Report,,1,10,4,40.0,0.1,0.25,13.2,1,0,0,1.4,0.14,-0.4,-0.4,1,0,0.0,0,0.8,-0.2,0,0,0,4,9,44.4,29,5,17.2,25.2,6,66.7,41.5,9,2,22.2,3,18.8,2023-2024,Chelsea
1,2023-08-20,16:30,Matchweek 2,Sun,Away,L,1.0,3.0,West Ham,2.5,1.8,75.0,62451.0,Ben Chilwell,3-4-3,John Brooks,Match Report,,1,16,3,18.8,0.06,0.33,17.1,0,0,1,1.7,0.11,-1.5,-0.7,6,3,66.7,0,2.7,-0.3,1,0,0,1,2,50.0,22,5,9.1,22.3,5,0.0,20.4,8,0,0.0,0,17.0,2023-2024,Chelsea
2,2023-08-25,20:00,Matchweek 3,Fri,Home,W,3.0,0.0,Luton Town,2.2,0.4,67.0,39893.0,Ben Chilwell,3-4-3,Robert Jones,Match Report,,3,19,8,42.1,0.16,0.38,14.2,1,0,0,2.2,0.12,0.8,0.8,1,1,100.0,1,0.1,0.1,0,0,0,5,8,62.5,31,2,9.7,24.1,11,45.5,32.5,17,0,0.0,0,14.0,2023-2024,Chelsea
3,2023-09-02,15:00,Matchweek 4,Sat,Home,L,0.0,1.0,Nott'ham Forest,2.3,0.8,75.0,39820.0,Ben Chilwell,3-4-3,Tim Robinson,Match Report,,0,21,2,9.5,0.0,0.0,17.7,2,0,0,2.3,0.11,-2.3,-2.3,3,2,66.7,0,0.9,-0.1,0,0,0,1,2,50.0,29,8,6.9,19.8,5,0.0,14.0,2,1,50.0,2,15.0,2023-2024,Chelsea
4,2023-09-17,14:00,Matchweek 5,Sun,Away,D,0.0,0.0,Bournemouth,1.8,1.0,64.0,10421.0,Conor Gallagher,4-2-3-1,David Coote,Match Report,,0,14,6,42.9,0.0,0.0,15.0,1,0,0,1.8,0.14,-1.8,-1.8,4,4,100.0,1,0.9,0.9,0,0,0,5,9,55.6,41,9,9.8,22.1,12,41.7,30.0,11,3,27.3,4,16.9,2023-2024,Chelsea
5,2023-09-24,14:00,Matchweek 6,Sun,Home,L,0.0,1.0,Aston Villa,1.3,1.0,53.0,39700.0,Conor Gallagher,4-2-3-1,Jarred Gillett,Match Report,,0,10,4,40.0,0.0,0.0,17.8,0,0,0,1.3,0.13,-1.3,-1.3,7,6,85.7,0,1.7,0.7,0,0,0,4,8,50.0,25,7,28.0,30.9,4,25.0,33.8,16,2,12.5,5,21.0,2023-2024,Chelsea
6,2023-10-02,20:00,Matchweek 7,Mon,Away,W,2.0,0.0,Fulham,1.7,1.1,44.0,24445.0,Conor Gallagher,4-3-3,Tim Robinson,Match Report,,2,11,4,36.4,0.18,0.5,19.8,1,0,0,1.7,0.16,0.3,0.3,3,3,100.0,1,1.0,1.0,0,0,0,8,13,61.5,43,6,27.9,30.4,8,12.5,17.9,19,1,5.3,0,3.0,2023-2024,Chelsea
7,2023-10-07,15:00,Matchweek 8,Sat,Away,W,4.0,1.0,Burnley,1.9,0.7,62.0,21654.0,Conor Gallagher,4-3-3,Stuart Attwell,Match Report,,3,8,4,50.0,0.25,0.5,18.1,0,1,1,1.1,0.13,1.1,0.9,3,2,66.7,0,0.4,-0.6,0,0,0,0,1,0.0,38,1,2.6,21.2,3,0.0,12.7,8,1,12.5,1,14.0,2023-2024,Chelsea
8,2023-10-21,17:30,Matchweek 9,Sat,Home,D,2.0,2.0,Arsenal,1.3,1.0,44.0,39723.0,Conor Gallagher,4-2-3-1,Chris Kavanagh,Match Report,,2,10,4,40.0,0.1,0.25,20.4,0,1,1,0.6,0.06,0.7,0.4,3,1,33.3,0,0.8,-1.2,0,0,0,3,15,20.0,31,4,41.9,38.4,6,33.3,29.0,12,0,0.0,2,15.0,2023-2024,Chelsea
9,2023-10-28,12:30,Matchweek 10,Sat,Home,L,0.0,2.0,Brentford,1.9,2.2,69.0,39575.0,Conor Gallagher,4-2-3-1,Simon Hooper,Match Report,,0,17,2,11.8,0.0,0.0,16.1,1,0,0,1.9,0.12,-1.9,-1.9,5,3,60.0,0,1.4,-0.6,0,0,0,2,13,15.4,25,5,44.0,37.0,3,66.7,49.0,5,1,20.0,3,21.6,2023-2024,Chelsea
10,2023-11-06,20:00,Matchweek 11,Mon,Away,W,4.0,1.0,Tottenham,4.1,0.9,60.0,61726.0,Reece James,4-2-3-1,Michael Oliver,Match Report,,4,16,6,37.5,0.19,0.5,16.8,0,1,1,3.3,0.21,-0.1,-0.3,5,4,80.0,0,0.5,-0.5,0,0,0,5,9,55.6,26,4,30.8,33.7,3,33.3,24.0,6,0,0.0,0,,2023-2024,Chelsea
11,2023-11-12,16:30,Matchweek 12,Sun,Home,D,4.0,4.0,Manchester City,2.9,2.9,45.0,39532.0,Reece James,4-2-3-1,Anthony Taylor,Match Report,,4,16,8,50.0,0.19,0.38,19.1,1,1,1,2.2,0.14,1.1,0.8,10,6,70.0,0,3.5,-0.5,1,0,0,3,13,23.1,40,7,27.5,29.4,8,25.0,26.5,12,1,8.3,0,2.0,2023-2024,Chelsea
12,2023-11-25,15:00,Matchweek 13,Sat,Away,L,1.0,4.0,Newcastle Utd,0.5,2.4,46.0,52227.0,Reece James,4-2-3-1,Simon Hooper,Match Report,,1,7,4,57.1,0.14,0.25,18.4,2,0,0,0.5,0.08,0.5,0.5,5,1,20.0,0,2.5,-1.5,0,0,0,3,10,30.0,29,4,27.6,29.1,8,25.0,29.1,17,2,11.8,2,14.5,2023-2024,Chelsea
13,2023-12-03,14:00,Matchweek 14,Sun,Home,W,3.0,2.0,Brighton,2.1,1.1,32.0,39647.0,Conor Gallagher,4-2-3-1,Craig Pawson,Match Report,,3,7,3,42.9,0.29,0.67,19.6,0,1,1,1.3,0.19,0.9,0.7,9,7,77.8,0,2.6,0.6,0,0,0,7,19,36.8,31,5,38.7,36.3,10,70.0,51.0,22,3,13.6,0,7.0,2023-2024,Chelsea
14,2023-12-06,20:15,Matchweek 15,Wed,Away,L,1.0,2.0,Manchester Utd,1.5,4.1,55.0,73607.0,Levi Colwill,4-2-3-1,Chris Kavanagh,Match Report,,1,13,3,23.1,0.08,0.33,15.0,0,0,0,1.5,0.12,-0.5,-0.5,9,6,77.8,0,3.2,1.2,0,1,0,8,9,88.9,39,9,12.8,25.2,12,33.3,28.0,23,1,4.3,1,15.0,2023-2024,Chelsea
15,2023-12-10,14:00,Matchweek 16,Sun,Away,L,0.0,2.0,Everton,0.9,1.2,71.0,39280.0,Reece James,4-2-3-1,Michael Oliver,Match Report,,0,16,4,25.0,0.0,0.0,18.5,1,0,0,0.9,0.06,-0.9,-0.9,5,3,60.0,0,1.4,-0.9,0,0,0,2,7,28.6,41,6,14.6,27.0,6,16.7,23.0,16,1,6.3,4,14.4,2023-2024,Chelsea
16,2023-12-16,15:00,Matchweek 17,Sat,Home,W,2.0,0.0,Sheffield Utd,3.1,0.4,78.0,39599.0,Conor Gallagher,4-2-3-1,Andy Madley,Match Report,,2,15,6,40.0,0.13,0.33,17.2,1,0,0,3.1,0.2,-1.1,-1.1,1,1,100.0,1,0.2,0.2,0,0,0,0,2,0.0,21,1,9.5,20.9,4,0.0,11.0,7,0,0.0,1,22.0,2023-2024,Chelsea
17,2023-12-24,13:00,Matchweek 18,Sun,Away,L,1.0,2.0,Wolves,2.0,1.3,68.0,31641.0,Conor Gallagher,4-2-3-1,David Coote,Match Report,,1,16,4,25.0,0.06,0.25,17.4,1,0,0,2.0,0.13,-1.0,-1.0,6,4,66.7,0,1.6,-0.4,0,0,0,3,11,27.3,30,6,33.3,35.2,4,50.0,35.8,15,0,0.0,2,25.0,2023-2024,Chelsea
18,2023-12-27,19:30,Matchweek 19,Wed,Home,W,2.0,1.0,Crystal Palace,2.6,1.1,63.0,39618.0,Conor Gallagher,4-2-3-1,Michael Salisbury,Match Report,,2,8,2,25.0,0.13,0.5,15.3,0,1,1,1.8,0.22,-0.6,-0.8,5,4,80.0,0,1.3,0.3,0,0,0,3,8,37.5,33,4,18.2,24.6,6,33.3,35.2,10,0,0.0,2,26.3,2023-2024,Chelsea
19,2023-12-30,12:30,Matchweek 20,Sat,Away,W,3.0,2.0,Luton Town,1.5,2.3,48.0,11041.0,Conor Gallagher,4-2-3-1,Paul Tierney,Match Report,,3,12,8,66.7,0.25,0.38,17.5,0,0,0,1.5,0.12,1.5,1.5,6,4,66.7,0,2.2,0.2,0,0,0,12,30,40.0,44,3,40.9,36.6,13,92.3,60.3,29,4,13.8,3,16.3,2023-2024,Chelsea
20,2024-01-13,12:30,Matchweek 21,Sat,Home,W,1.0,0.0,Fulham,2.2,0.8,55.0,39643.0,Conor Gallagher,4-2-3-1,Anthony Taylor,Match Report,,1,16,2,12.5,0.0,0.0,17.5,0,1,1,1.4,0.09,-1.2,-1.4,4,4,100.0,1,1.0,1.0,0,0,0,2,6,33.3,18,5,16.7,26.1,6,50.0,39.2,13,2,15.4,0,8.3,2023-2024,Chelsea
21,2024-01-31,20:15,Matchweek 22,Wed,Away,L,1.0,4.0,Liverpool,0.6,2.9,50.0,,Ben Chilwell,4-2-3-1,Paul Tierney,Match Report,,1,4,3,75.0,0.25,0.33,18.8,0,0,0,0.6,0.15,0.4,0.4,13,9,69.2,0,3.7,-0.3,0,0,1,1,10,10.0,21,9,38.1,28.5,8,25.0,21.0,21,0,0.0,0,3.0,2023-2024,Chelsea
0,2023-08-14,20:00,Matchweek 1,Mon,Away,L,0.0,1.0,Manchester Utd,2.2,2.2,49.0,73358.0,Max Kilman,4-4-2,Simon Hooper,Match Report,,0,23,6,26.1,0.0,0.0,15.3,0,0,0,2.2,0.1,-2.2,-2.2,2,1,50.0,0,0.8,-0.2,0,0,0,3,9,33.3,25,6,24.0,29.9,9,33.3,31.1,12,3,25.0,1,10.0,2023-2024,Wolverhampton Wanderers
1,2023-08-19,15:00,Matchweek 2,Sat,Home,L,1.0,4.0,Brighton,2.1,2.2,47.0,31317.0,Max Kilman,4-4-1-1,Andy Madley,Match Report,,1,16,5,31.3,0.06,0.2,16.1,0,0,0,2.1,0.15,-1.1,-1.1,8,4,50.0,0,3.3,-0.7,0,0,0,0,11,0.0,40,11,22.5,31.4,5,40.0,34.4,6,2,33.3,1,12.3,2023-2024,Wolverhampton Wanderers
2,2023-08-26,15:00,Matchweek 3,Sat,Away,W,1.0,0.0,Everton,1.1,1.3,53.0,38851.0,Max Kilman,4-4-1-1,Craig Pawson,Match Report,,1,11,2,18.2,0.09,0.5,17.8,1,0,0,1.1,0.1,-0.1,-0.1,7,7,100.0,1,1.5,1.5,0,0,0,4,11,36.4,40,10,25.0,31.8,11,9.1,18.2,25,5,20.0,2,11.9,2023-2024,Wolverhampton Wanderers
3,2023-09-03,14:00,Matchweek 4,Sun,Away,L,2.0,3.0,Crystal Palace,1.2,2.1,57.0,24741.0,Max Kilman,4-4-2,Robert Jones,Match Report,,2,12,4,33.3,0.17,0.5,16.2,0,0,0,1.2,0.1,0.8,0.8,10,7,70.0,0,3.9,0.9,0,0,0,1,8,12.5,29,9,27.6,29.9,7,0.0,16.7,14,2,14.3,0,9.8,2023-2024,Wolverhampton Wanderers
4,2023-09-16,12:30,Matchweek 5,Sat,Home,L,1.0,3.0,Liverpool,0.6,2.5,35.0,31257.0,Max Kilman,4-2-3-1,Michael Oliver,Match Report,,1,11,2,18.2,0.09,0.5,18.7,0,0,0,0.6,0.06,0.4,0.4,5,3,40.0,0,2.3,0.3,0,0,0,2,14,14.3,19,8,42.1,34.4,7,85.7,60.0,13,3,23.1,0,6.0,2023-2024,Wolverhampton Wanderers
5,2023-09-23,15:00,Matchweek 6,Sat,Away,D,1.0,1.0,Luton Town,0.6,2.1,43.0,10893.0,Max Kilman,4-2-3-1,Joshua Smith,Match Report,,1,3,3,100.0,0.33,0.33,7.0,0,0,0,0.6,0.21,0.4,0.4,4,3,100.0,0,2.0,1.0,1,0,0,6,28,21.4,30,6,50.0,44.0,18,72.2,52.3,34,1,2.9,2,14.2,2023-2024,Wolverhampton Wanderers
6,2023-09-30,15:00,Matchweek 7,Sat,Home,W,2.0,1.0,Manchester City,0.4,0.9,32.0,31415.0,Max Kilman,3-4-3,Craig Pawson,Match Report,,1,3,1,33.3,0.33,1.0,11.4,0,0,0,0.4,0.16,0.6,0.6,8,7,87.5,0,1.4,0.4,0,0,0,8,20,40.0,23,2,60.9,45.3,9,66.7,50.3,18,3,16.7,2,14.5,2023-2024,Wolverhampton Wanderers
7,2023-10-08,14:00,Matchweek 8,Sun,Home,D,1.0,1.0,Aston Villa,1.7,1.6,47.0,31425.0,Max Kilman,3-4-3,Robert Jones,Match Report,,1,8,3,37.5,0.13,0.33,16.0,0,0,0,1.7,0.21,-0.7,-0.7,4,3,75.0,0,1.0,0.0,0,0,0,4,8,50.0,12,3,41.7,42.3,7,42.9,35.4,27,2,7.4,1,15.0,2023-2024,Wolverhampton Wanderers
8,2023-10-21,15:00,Matchweek 9,Sat,Away,W,2.0,1.0,Bournemouth,2.4,0.6,65.0,11175.0,Max Kilman,3-4-3,Paul Tierney,Match Report,,2,21,7,33.3,0.1,0.29,16.2,0,0,0,2.4,0.12,-0.4,-0.4,4,3,75.0,0,1.2,0.2,0,0,0,2,9,22.2,24,9,25.0,28.2,4,75.0,49.8,11,1,9.1,0,2.0,2023-2024,Wolverhampton Wanderers
9,2023-10-28,17:30,Matchweek 10,Sat,Home,D,2.0,2.0,Newcastle Utd,0.9,2.2,43.0,31584.0,Max Kilman,4-4-2,Anthony Taylor,Match Report,,2,11,6,54.5,0.18,0.33,17.2,1,0,0,0.9,0.08,1.1,1.1,4,2,75.0,0,1.9,-0.1,1,0,0,4,11,36.4,18,3,38.9,32.4,6,66.7,44.8,14,1,7.1,0,10.6,2023-2024,Wolverhampton Wanderers
10,2023-11-04,15:00,Matchweek 11,Sat,Away,L,1.0,2.0,Sheffield Utd,1.2,1.0,61.0,29454.0,Max Kilman,4-4-1-1,Robert Jones,Match Report,,1,10,3,30.0,0.1,0.33,17.5,1,0,0,1.2,0.13,-0.2,-0.2,2,0,50.0,0,1.2,-0.8,1,0,0,2,11,18.2,32,5,21.9,28.8,13,30.8,30.4,13,2,15.4,1,14.0,2023-2024,Wolverhampton Wanderers
11,2023-11-11,12:30,Matchweek 12,Sat,Home,W,2.0,1.0,Tottenham,2.1,0.7,42.0,31642.0,Max Kilman,3-5-2,Tim Robinson,Match Report,,2,17,4,23.5,0.12,0.5,18.5,0,0,0,2.1,0.13,-0.1,-0.1,2,1,50.0,0,1.4,0.4,0,0,0,3,6,50.0,20,3,30.0,36.7,4,0.0,11.8,6,1,16.7,1,17.3,2023-2024,Wolverhampton Wanderers
12,2023-11-27,20:00,Matchweek 13,Mon,Away,L,2.0,3.0,Fulham,1.4,2.9,40.0,24366.0,Max Kilman,3-5-2,Michael Salisbury,Match Report,,2,9,5,55.6,0.11,0.2,16.6,0,1,1,0.6,0.06,0.6,0.4,6,3,83.3,0,3.4,0.4,2,0,0,2,9,22.2,27,7,25.9,28.2,7,28.6,26.0,15,0,0.0,1,12.7,2023-2024,Wolverhampton Wanderers
13,2023-12-02,15:00,Matchweek 14,Sat,Away,L,1.0,2.0,Arsenal,0.7,2.8,43.0,60262.0,Max Kilman,3-5-2,Peter Bankes,Match Report,,1,6,3,50.0,0.17,0.33,10.8,0,0,0,0.7,0.12,0.3,0.3,6,4,66.7,0,1.6,0.6,0,0,0,5,14,35.7,24,2,41.7,37.3,10,40.0,34.0,11,1,9.1,1,10.4,2023-2024,Wolverhampton Wanderers
14,2023-12-05,19:30,Matchweek 15,Tue,Home,W,1.0,0.0,Burnley,0.8,0.9,51.0,30439.0,Max Kilman,3-4-3,Jarred Gillett,Match Report,,1,7,4,57.1,0.14,0.25,15.8,1,0,0,0.8,0.12,0.2,0.2,3,3,100.0,1,0.3,0.3,0,0,0,4,14,28.6,19,1,42.1,35.5,9,66.7,45.1,17,0,0.0,0,,2023-2024,Wolverhampton Wanderers
15,2023-12-09,15:00,Matchweek 16,Sat,Home,D,1.0,1.0,Nott'ham Forest,1.2,1.3,68.0,31543.0,Max Kilman,3-4-3,Samuel Barrott,Match Report,,1,10,4,40.0,0.1,0.25,15.2,0,0,0,1.2,0.12,-0.2,-0.2,2,1,50.0,0,0.3,-0.7,0,0,0,0,0,,20,7,0.0,21.8,3,0.0,16.7,8,1,12.5,0,5.5,2023-2024,Wolverhampton Wanderers
16,2023-12-17,14:00,Matchweek 17,Sun,Away,L,0.0,3.0,West Ham,0.7,1.1,55.0,62455.0,Max Kilman,3-4-3,Chris Kavanagh,Match Report,,0,14,3,21.4,0.0,0.0,20.5,0,0,0,0.7,0.05,-0.7,-0.7,4,1,25.0,0,1.5,-1.5,0,0,0,1,8,12.5,23,4,21.7,26.5,8,37.5,31.6,13,0,0.0,0,2.0,2023-2024,Wolverhampton Wanderers
17,2023-12-24,13:00,Matchweek 18,Sun,Home,W,2.0,1.0,Chelsea,1.3,2.0,32.0,31641.0,Max Kilman,3-4-3,David Coote,Match Report,,2,14,6,42.9,0.14,0.33,16.7,1,0,0,1.3,0.09,0.7,0.7,4,3,75.0,0,1.4,0.4,0,0,0,2,17,11.8,20,5,55.0,44.1,7,85.7,57.1,17,5,29.4,0,8.2,2023-2024,Wolverhampton Wanderers
18,2023-12-27,19:30,Matchweek 19,Wed,Away,W,4.0,1.0,Brentford,2.4,2.2,40.0,17109.0,Max Kilman,3-4-3,Andy Madley,Match Report,,4,11,5,45.5,0.36,0.8,17.8,0,0,0,2.4,0.22,1.6,1.6,4,3,75.0,0,2.2,1.2,0,0,0,1,30,3.3,29,3,69.0,47.9,10,100.0,65.3,24,2,8.3,0,12.5,2023-2024,Wolverhampton Wanderers
19,2023-12-30,15:00,Matchweek 20,Sat,Home,W,3.0,0.0,Everton,1.9,0.4,53.0,31639.0,Max Kilman,3-4-3,Thomas Bramall,Match Report,,3,12,6,50.0,0.25,0.5,13.4,0,0,0,1.9,0.17,1.1,1.1,0,0,,1,0.0,0.0,0,0,0,1,11,9.1,16,4,31.3,36.4,8,75.0,48.3,14,0,0.0,0,5.0,2023-2024,Wolverhampton Wanderers
20,2024-01-22,19:45,Matchweek 21,Mon,Away,D,0.0,0.0,Brighton,1.1,1.0,28.0,41505.0,Max Kilman,3-4-3,Craig Pawson,Match Report,,0,8,3,37.5,0.0,0.0,18.6,0,0,0,1.1,0.15,-1.1,-1.1,3,3,100.0,1,1.0,1.0,0,0,0,3,14,21.4,24,7,50.0,40.1,3,66.7,44.0,20,0,0.0,0,7.0,2023-2024,Wolverhampton Wanderers
21,2024-02-01,20:15,Matchweek 22,Thu,Home,L,3.0,4.0,Manchester Utd,2.1,3.3,53.0,31641.0,Max Kilman,3-4-3,Jarred Gillett,Match Report,,3,15,5,33.3,0.13,0.4,16.6,1,1,1,1.3,0.09,0.9,0.7,8,4,50.0,0,3.5,-0.5,0,0,0,2,5,40.0,15,2,20.0,22.3,9,22.2,24.1,8,0,0.0,1,27.0,2023-2024,Wolverhampton Wanderers
0,2023-08-12,15:00,Matchweek 1,Sat,Home,D,1.0,1.0,West Ham,1.3,1.1,62.0,11245.0,Neto,4-2-3-1,Peter Bankes,Match Report,,1,14,5,35.7,0.07,0.2,20.7,1,0,0,1.3,0.1,-0.3,-0.3,2,1,50.0,0,0.7,-0.3,0,0,0,5,17,29.4,36,5,36.1,35.1,8,50.0,41.9,7,0,0.0,0,11.7,2023-2024,Bournemouth
1,2023-08-19,15:00,Matchweek 2,Sat,Away,L,1.0,3.0,Liverpool,1.3,3.0,36.0,53145.0,Neto,4-2-3-1,Thomas Bramall,Match Report,,1,13,5,38.5,0.08,0.2,19.7,1,0,0,1.3,0.1,-0.3,-0.3,10,6,70.0,0,3.8,0.8,0,1,0,4,10,40.0,15,4,33.3,28.0,10,50.0,45.5,14,1,7.1,1,9.3,2023-2024,Bournemouth
2,2023-08-26,12:30,Matchweek 3,Sat,Home,L,0.0,2.0,Tottenham,0.7,2.1,44.0,10567.0,Neto,4-2-3-1,Tim Robinson,Match Report,,0,11,3,27.3,0.0,0.0,17.8,0,0,0,0.7,0.06,-0.7,-0.7,6,4,66.7,0,2.8,0.8,0,0,0,7,18,38.9,31,4,41.9,34.2,9,55.6,46.4,5,0,0.0,0,11.5,2023-2024,Bournemouth
3,2023-09-02,15:00,Matchweek 4,Sat,Away,D,2.0,2.0,Brentford,2.1,2.9,40.0,16973.0,Neto,4-2-3-1,Robert Madley,Match Report,,2,12,5,41.7,0.17,0.4,15.1,0,0,0,2.1,0.17,-0.1,-0.1,7,5,71.4,0,1.5,-0.5,0,0,0,9,28,32.1,20,3,75.0,50.4,14,92.9,59.4,18,2,11.1,0,9.0,2023-2024,Bournemouth
4,2023-09-17,14:00,Matchweek 5,Sun,Home,D,0.0,0.0,Chelsea,1.0,1.8,36.0,10421.0,Neto,4-2-3-1,David Coote,Match Report,,0,13,4,30.8,0.0,0.0,16.7,1,0,0,1.0,0.08,-1.0,-1.0,6,6,100.0,1,1.5,1.5,0,0,0,3,7,42.9,22,6,27.3,30.0,7,14.3,25.3,10,1,10.0,0,4.0,2023-2024,Bournemouth
5,2023-09-24,14:00,Matchweek 6,Sun,Away,L,1.0,3.0,Brighton,1.1,1.9,39.0,31617.0,Neto,4-2-3-1,John Brooks,Match Report,,1,12,3,25.0,0.08,0.33,17.6,1,0,0,1.1,0.1,-0.1,-0.1,4,2,25.0,0,2.3,0.3,0,0,0,4,21,19.0,24,1,70.8,45.7,5,80.0,52.8,10,0,0.0,0,17.0,2023-2024,Bournemouth
