,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,season,team
16,2023-12-17,14:00,Matchweek 17,Sun,Home,W,2.0,0.0,Brighton,2.3,0.7,49.0,60257.0,Martin Ødegaard,4-3-3,Tim Robinson,Match Report,,2,26,8,30.8,0.08,0.25,14.2,0,0,0,2.3,0.09,-0.3,-0.3,1,1,100.0,1,0.1,0.1,0,0,0,2,13,15.4,32,4,34.4,29.2,3,66.7,46.3,7,2,28.6,0,3.0,2023-2024,Arsenal
17,2023-12-23,17:30,Matchweek 18,Sat,Away,D,1.0,1.0,Liverpool,0.7,1.0,48.0,57548.0,Martin Ødegaard,4-3-3,Chris Kavanagh,Match Report,,1,13,2,15.4,0.08,0.5,17.2,0,0,0,0.7,0.06,0.3,0.3,3,2,66.7,0,0.6,-0.4,0,0,0,2,16,12.5,24,9,45.8,40.6,7,71.4,52.9,17,4,23.5,0,9.3,2023-2024,Arsenal
18,2023-12-28,20:15,Matchweek 19,Thu,Home,L,0.0,2.0,West Ham,2.7,1.4,73.0,60261.0,Martin Ødegaard,4-3-3,Michael Oliver,Match Report,,0,30,8,26.7,0.0,0.0,16.8,0,0,0,2.7,0.1,-2.7,-2.7,3,0,33.3,0,2.3,0.3,0,1,0,0,0,,20,5,0.0,15.1,6,0.0,11.2,7,1,14.3,4,25.4,2023-2024,Arsenal
19,2023-12-31,14:00,Matchweek 20,Sun,Away,L,1.0,2.0,Fulham,1.6,1.2,60.0,24444.0,Martin Ødegaard,4-3-3,Joshua Smith,Match Report,,1,13,3,23.1,0.08,0.33,15.4,1,0,0,1.6,0.13,-0.6,-0.6,4,2,50.0,0,1.0,-1.0,0,0,0,2,7,28.6,23,4,30.4,28.6,5,0.0,15.8,14,0,0.0,2,27.5,2023-2024,Arsenal
20,2024-01-20,12:30,Matchweek 21,Sat,Home,W,5.0,0.0,Crystal Palace,3.1,0.3,60.0,60284.0,Martin Ødegaard,4-3-3,Paul Tierney,Match Report,,5,21,7,33.3,0.24,0.71,16.7,0,0,0,3.1,0.15,1.9,1.9,5,5,100.0,1,0.6,0.6,0,0,0,2,9,22.2,31,5,29.0,29.4,5,0.0,14.0,14,2,14.3,1,12.3,2023-2024,Arsenal
21,2024-01-30,19:30,Matchweek 22,Tue,Away,W,2.0,1.0,Nott'ham Forest,1.2,0.5,73.0,29387.0,Martin Ødegaard,4-3-3,Simon Hooper,Match Report,,2,19,3,15.8,0.11,0.67,17.6,0,0,0,1.2,0.06,0.8,0.8,3,2,66.7,0,1.0,0.0,0,0,0,1,7,14.3,21,1,33.3,31.6,2,0.0,14.0,12,1,8.3,1,14.7,2023-2024,Arsenal
0,2023-08-13,14:00,Matchweek 1,Sun,Away,D,2.0,2.0,Brentford,1.3,2.2,69.0,17066.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,2,18,6,33.3,0.11,0.33,19.6,0,0,0,1.3,0.07,0.7,0.7,6,4,83.3,0,1.7,-0.3,1,0,0,2,11,18.2,29,4,37.9,33.2,5,0.0,10.6,11,2,18.2,7,21.1,2023-2024,Tottenham Hotspur
1,2023-08-19,17:30,Matchweek 2,Sat,Home,W,2.0,0.0,Manchester Utd,1.7,2.1,55.0,61910.0,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,,1,17,6,35.3,0.06,0.17,13.8,0,0,0,1.7,0.1,-0.7,-0.7,6,6,100.0,1,1.5,1.5,0,0,0,2,5,40.0,41,12,9.8,21.1,9,11.1,18.7,13,0,0.0,0,17.0,2023-2024,Tottenham Hotspur
2,2023-08-26,12:30,Matchweek 3,Sat,Away,W,2.0,0.0,Bournemouth,2.1,0.7,56.0,10567.0,Son Heung-min,4-2-3-1,Tim Robinson,Match Report,,2,17,6,35.3,0.12,0.33,16.6,1,0,0,2.1,0.12,-0.1,-0.1,3,3,100.0,1,0.3,0.3,0,0,0,4,13,30.8,33,4,33.3,31.0,6,33.3,27.2,16,0,0.0,0,13.0,2023-2024,Tottenham Hotspur
3,2023-09-02,15:00,Matchweek 4,Sat,Away,W,5.0,2.0,Burnley,2.2,1.3,53.0,21750.0,Son Heung-min,4-2-3-1,Darren England,Match Report,,5,21,11,52.4,0.24,0.45,19.3,0,0,0,2.2,0.11,2.8,2.8,4,2,50.0,0,2.3,0.3,0,0,0,2,13,15.4,47,4,25.5,27.7,9,11.1,15.9,8,0,0.0,1,31.0,2023-2024,Tottenham Hotspur
4,2023-09-16,15:00,Matchweek 5,Sat,Home,W,2.0,1.0,Sheffield Utd,2.1,0.7,70.0,61706.0,Son Heung-min,4-2-3-1,Peter Bankes,Match Report,,2,28,10,35.7,0.07,0.2,16.4,0,0,0,2.1,0.08,-0.1,-0.1,5,4,80.0,0,1.4,0.4,0,0,0,1,5,20.0,27,6,18.5,27.1,1,0.0,32.0,4,1,25.0,4,25.0,2023-2024,Tottenham Hotspur
5,2023-09-24,14:00,Matchweek 6,Sun,Away,D,2.0,2.0,Arsenal,1.4,1.8,53.0,60156.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,2,13,5,38.5,0.15,0.4,16.0,0,0,0,1.4,0.11,0.6,0.6,5,4,80.0,0,1.8,0.8,1,0,0,3,12,25.0,39,6,25.6,28.9,12,16.7,21.1,17,2,11.8,2,13.5,2023-2024,Tottenham Hotspur
6,2023-09-30,17:30,Matchweek 7,Sat,Home,W,2.0,1.0,Liverpool,2.2,1.3,64.0,62001.0,Son Heung-min,4-2-3-1,Simon Hooper,Match Report,,1,24,8,33.3,0.04,0.13,19.8,0,0,0,2.2,0.09,-1.2,-1.2,4,3,75.0,0,0.3,-0.7,0,0,0,1,3,33.3,18,4,16.7,22.4,4,0.0,15.0,9,1,11.1,1,18.3,2023-2024,Tottenham Hotspur
7,2023-10-07,12:30,Matchweek 8,Sat,Away,W,1.0,0.0,Luton Town,1.9,0.8,66.0,10290.0,Son Heung-min,4-2-3-1,John Brooks,Match Report,,1,15,4,26.7,0.07,0.25,16.9,1,0,0,1.9,0.13,-0.9,-0.9,2,2,100.0,1,0.1,0.1,0,0,0,2,13,15.4,45,3,24.4,28.1,9,22.2,26.9,18,1,5.6,1,16.0,2023-2024,Tottenham Hotspur
8,2023-10-23,20:00,Matchweek 9,Mon,Home,W,2.0,0.0,Fulham,1.5,1.0,55.0,61286.0,Son Heung-min,4-2-3-1,Anthony Taylor,Match Report,,2,15,5,33.3,0.13,0.4,17.2,0,0,0,1.5,0.1,0.5,0.5,3,3,100.0,1,0.9,0.9,0,0,0,0,3,0.0,28,4,10.7,21.9,4,0.0,12.5,15,1,6.7,5,21.8,2023-2024,Tottenham Hotspur
9,2023-10-27,20:00,Matchweek 10,Fri,Away,W,2.0,1.0,Crystal Palace,1.1,0.6,75.0,25074.0,Son Heung-min,4-2-3-1,Andy Madley,Match Report,,1,10,1,10.0,0.1,1.0,19.5,1,0,0,1.1,0.11,-0.1,-0.1,3,2,66.7,0,0.3,-0.7,0,0,0,0,1,0.0,47,4,2.1,20.3,8,0.0,18.3,20,1,5.0,0,11.0,2023-2024,Tottenham Hotspur
10,2023-11-06,20:00,Matchweek 11,Mon,Home,L,1.0,4.0,Chelsea,0.9,4.1,40.0,61726.0,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,,1,8,5,62.5,0.13,0.2,23.5,1,0,0,0.9,0.11,0.1,0.1,7,3,57.1,0,4.5,0.5,1,0,0,3,14,21.4,33,4,33.3,31.8,10,30.0,29.6,12,1,8.3,12,22.5,2023-2024,Tottenham Hotspur
11,2023-11-11,12:30,Matchweek 12,Sat,Away,L,1.0,2.0,Wolves,0.7,2.1,58.0,31642.0,Son Heung-min,4-3-3,Tim Robinson,Match Report,,1,6,2,33.3,0.17,0.5,17.5,0,0,0,0.7,0.12,0.3,0.3,4,2,50.0,0,2.6,0.6,0,0,0,1,3,33.3,40,8,5.0,21.3,9,11.1,17.0,24,2,8.3,1,10.7,2023-2024,Tottenham Hotspur
12,2023-11-26,14:00,Matchweek 13,Sun,Home,L,1.0,2.0,Aston Villa,2.3,1.7,62.0,61679.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,1,18,7,38.9,0.06,0.14,14.0,0,0,0,2.3,0.14,-1.3,-1.3,5,3,60.0,0,1.5,-0.5,0,0,0,1,2,50.0,23,6,4.3,21.0,6,16.7,23.7,9,1,11.1,5,22.0,2023-2024,Tottenham Hotspur
13,2023-12-03,16:30,Matchweek 14,Sun,Away,D,3.0,3.0,Manchester City,0.5,2.6,45.0,53473.0,Son Heung-min,4-2-3-1,Simon Hooper,Match Report,,3,8,4,50.0,0.38,0.75,20.7,0,0,0,0.5,0.06,2.5,2.5,4,2,25.0,0,2.3,0.3,0,0,0,0,11,0.0,48,5,18.8,25.0,10,20.0,25.0,17,0,0.0,0,6.8,2023-2024,Tottenham Hotspur
14,2023-12-07,20:15,Matchweek 15,Thu,Home,L,1.0,2.0,West Ham,1.8,2.2,74.0,61171.0,Son Heung-min,4-2-3-1,Michael Salisbury,Match Report,,1,23,6,26.1,0.04,0.17,17.1,1,0,0,1.8,0.08,-0.8,-0.8,5,3,60.0,0,3.0,1.0,0,0,0,0,1,0.0,29,4,3.4,17.6,5,0.0,11.8,8,1,12.5,1,12.7,2023-2024,Tottenham Hotspur
15,2023-12-10,16:30,Matchweek 16,Sun,Home,W,4.0,1.0,Newcastle Utd,3.8,1.7,56.0,61171.0,Son Heung-min,4-2-3-1,Chris Kavanagh,Match Report,,4,22,10,45.5,0.14,0.3,15.5,0,1,1,3.0,0.14,0.2,0.0,3,2,66.7,0,1.0,0.0,0,0,0,5,9,55.6,31,7,29.0,32.1,5,0.0,18.2,15,0,0.0,0,7.0,2023-2024,Tottenham Hotspur
16,2023-12-15,20:00,Matchweek 17,Fri,Away,W,2.0,0.0,Nott'ham Forest,1.5,1.3,66.0,29296.0,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,,2,12,6,50.0,0.17,0.33,12.5,0,0,0,1.5,0.13,0.5,0.5,1,1,100.0,1,0.4,0.4,0,0,0,2,6,33.3,22,3,22.7,28.0,8,12.5,19.6,22,0,0.0,1,9.8,2023-2024,Tottenham Hotspur
17,2023-12-23,15:00,Matchweek 18,Sat,Home,W,2.0,1.0,Everton,1.5,1.8,61.0,61808.0,Son Heung-min,4-2-3-1,Stuart Attwell,Match Report,,2,13,6,46.2,0.15,0.33,15.1,0,0,0,1.5,0.11,0.5,0.5,8,7,87.5,0,2.2,1.2,0,0,0,1,10,10.0,66,12,10.6,24.3,11,27.3,28.5,16,3,18.8,5,20.6,2023-2024,Tottenham Hotspur
18,2023-12-28,19:30,Matchweek 19,Thu,Away,L,2.0,4.0,Brighton,2.3,3.2,55.0,31675.0,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,,2,19,3,15.8,0.11,0.67,15.2,1,0,0,2.3,0.12,-0.3,-0.3,9,5,77.8,0,4.7,0.7,2,0,0,1,8,12.5,42,7,19.0,27.5,5,0.0,17.0,10,0,0.0,1,15.5,2023-2024,Tottenham Hotspur
19,2023-12-31,14:00,Matchweek 20,Sun,Home,W,3.0,1.0,Bournemouth,2.3,1.7,50.0,61780.0,Son Heung-min,4-3-3,Simon Hooper,Match Report,,3,12,6,50.0,0.25,0.5,14.7,0,0,0,2.3,0.19,0.7,0.7,4,3,75.0,0,0.8,-0.2,0,0,0,5,17,29.4,35,7,34.3,31.5,13,38.5,34.4,26,0,0.0,0,7.5,2023-2024,Tottenham Hotspur
20,2024-01-14,16:30,Matchweek 21,Sun,Away,D,2.0,2.0,Manchester Utd,1.2,0.8,63.0,73489.0,Cristian Romero,4-3-3,John Brooks,Match Report,,2,16,5,31.3,0.13,0.4,14.4,0,0,0,1.2,0.08,0.8,0.8,2,0,0.0,0,0.9,-1.1,0,0,0,1,2,50.0,36,10,2.8,19.2,9,11.1,18.4,15,2,13.3,1,16.8,2023-2024,Tottenham Hotspur
21,2024-01-31,19:30,Matchweek 22,Wed,Home,W,3.0,2.0,Brentford,2.9,1.6,68.0,61210.0,Cristian Romero,4-2-3-1,David Coote,Match Report,,3,19,5,26.3,0.16,0.6,14.3,0,0,0,2.9,0.16,0.1,0.1,5,3,60.0,0,1.8,-0.2,0,0,0,1,7,14.3,28,4,17.9,28.2,7,28.6,22.3,15,1,6.7,2,19.5,2023-2024,Tottenham Hotspur
0,2023-08-12,17:30,Matchweek 1,Sat,Away,L,1.0,5.0,Newcastle Utd,1.8,3.3,48.0,52207.0,John McGinn,4-2-3-1,Andy Madley,Match Report,,1,16,6,37.5,0.06,0.17,14.5,1,0,0,1.8,0.12,-0.8,-0.8,12,7,58.3,0,5.6,0.6,0,0,0,2,5,40.0,23,5,17.4,23.0,5,20.0,28.8,9,1,11.1,6,20.8,2023-2024,Aston Villa
1,2023-08-20,14:00,Matchweek 2,Sun,Home,W,4.0,0.0,Everton,2.9,0.6,60.0,41694.0,John McGinn,4-2-3-1,Anthony Taylor,Match Report,,4,12,6,50.0,0.25,0.5,18.5,0,1,1,2.2,0.18,1.1,0.8,2,2,100.0,1,0.2,0.2,0,0,0,5,6,83.3,40,5,7.5,22.7,8,37.5,30.8,14,3,21.4,1,10.3,2023-2024,Aston Villa
2,2023-08-27,14:00,Matchweek 3,Sun,Away,W,3.0,1.0,Burnley,2.5,0.7,43.0,21591.0,John McGinn,3-4-3,Michael Salisbury,Match Report,,3,16,6,37.5,0.19,0.5,13.4,0,0,0,2.5,0.17,0.5,0.5,2,1,50.0,0,0.5,-0.5,0,0,0,5,12,41.7,37,3,29.7,28.0,6,16.7,16.0,11,0,0.0,1,23.0,2023-2024,Aston Villa
3,2023-09-03,14:00,Matchweek 4,Sun,Away,L,0.0,3.0,Liverpool,0.7,2.5,37.0,50109.0,John McGinn,4-4-2,Simon Hooper,Match Report,,0,9,3,33.3,0.0,0.0,12.5,0,0,0,0.7,0.07,-0.7,-0.7,4,2,25.0,0,1.0,-1.0,0,0,0,4,10,40.0,34,7,23.5,27.9,8,25.0,31.3,8,1,12.5,1,14.3,2023-2024,Aston Villa
4,2023-09-16,15:00,Matchweek 5,Sat,Home,W,3.0,1.0,Crystal Palace,3.0,1.2,66.0,40809.0,John McGinn,4-2-3-1,Darren England,Match Report,,3,15,4,26.7,0.13,0.5,16.2,0,1,1,2.3,0.16,0.0,-0.3,3,2,66.7,0,0.7,-0.3,0,0,0,1,4,25.0,31,8,6.5,23.0,7,28.6,27.6,10,0,0.0,3,29.7,2023-2024,Aston Villa
5,2023-09-24,14:00,Matchweek 6,Sun,Away,W,1.0,0.0,Chelsea,1.0,1.3,47.0,39700.0,John McGinn,4-2-3-1,Jarred Gillett,Match Report,,1,15,7,46.7,0.07,0.14,18.2,1,0,0,1.0,0.07,0.0,0.0,4,4,100.0,1,1.6,1.6,0,0,0,5,15,33.3,45,5,28.9,28.7,6,33.3,32.8,10,0,0.0,3,24.0,2023-2024,Aston Villa
6,2023-09-30,12:30,Matchweek 7,Sat,Home,W,6.0,1.0,Brighton,1.6,1.7,39.0,40636.0,John McGinn,4-2-3-1,Andy Madley,Match Report,,5,19,9,47.4,0.26,0.56,17.9,1,0,0,1.6,0.09,3.4,3.4,3,2,66.7,0,1.1,0.1,0,0,0,6,25,24.0,33,0,57.6,43.0,8,75.0,48.6,10,0,0.0,0,,2023-2024,Aston Villa
7,2023-10-08,14:00,Matchweek 8,Sun,Away,D,1.0,1.0,Wolves,1.6,1.7,53.0,31425.0,John McGinn,4-4-2,Robert Jones,Match Report,,1,18,4,22.2,0.06,0.25,16.6,0,0,0,1.6,0.09,-0.6,-0.6,3,2,66.7,0,1.8,0.8,0,0,0,1,3,33.3,28,4,10.7,25.3,6,0.0,12.8,6,1,16.7,3,22.0,2023-2024,Aston Villa
8,2023-10-22,16:30,Matchweek 9,Sun,Home,W,4.0,1.0,West Ham,1.9,1.1,58.0,41734.0,John McGinn,4-4-2,David Coote,Match Report,,4,14,6,42.9,0.21,0.5,19.6,0,1,1,1.1,0.08,2.1,1.9,4,3,75.0,0,1.1,0.1,0,0,0,1,2,50.0,33,8,6.1,23.8,5,0.0,23.2,16,2,12.5,0,9.0,2023-2024,Aston Villa
9,2023-10-29,14:00,Matchweek 10,Sun,Home,W,3.0,1.0,Luton Town,2.3,0.5,70.0,41785.0,John McGinn,4-4-2,John Brooks,Match Report,,2,17,6,35.3,0.12,0.33,14.5,0,0,0,2.3,0.14,-0.3,-0.3,1,1,0.0,0,0.1,0.1,0,0,0,1,5,20.0,24,9,12.5,24.1,4,50.0,38.8,13,3,23.1,1,11.0,2023-2024,Aston Villa
10,2023-11-05,14:00,Matchweek 11,Sun,Away,L,0.0,2.0,Nott'ham Forest,1.2,0.4,73.0,29313.0,John McGinn,4-4-2,Jarred Gillett,Match Report,,0,13,3,23.1,0.0,0.0,14.0,0,0,0,1.2,0.09,-1.2,-1.2,3,1,33.3,0,0.7,-1.3,0,0,0,0,1,0.0,25,2,4.0,20.2,4,0.0,11.0,2,0,0.0,5,19.4,2023-2024,Aston Villa
11,2023-11-12,14:00,Matchweek 12,Sun,Home,W,3.0,1.0,Fulham,3.0,0.9,51.0,41608.0,John McGinn,4-2-2-2,Simon Hooper,Match Report,,2,12,6,50.0,0.17,0.33,13.5,0,0,0,3.0,0.26,-1.0,-1.0,5,4,80.0,0,1.3,0.3,0,0,0,5,14,35.7,53,3,20.8,27.7,4,75.0,41.8,11,0,0.0,3,19.3,2023-2024,Aston Villa
12,2023-11-26,14:00,Matchweek 13,Sun,Away,W,2.0,1.0,Tottenham,1.7,2.3,38.0,61679.0,John McGinn,4-4-2,Robert Jones,Match Report,,2,15,5,33.3,0.13,0.4,16.6,1,0,0,1.7,0.12,0.3,0.3,7,6,85.7,0,1.6,0.6,0,0,0,9,17,52.9,29,5,41.4,35.2,9,55.6,47.8,19,3,15.8,2,12.0,2023-2024,Aston Villa
13,2023-12-03,14:00,Matchweek 14,Sun,Away,D,2.0,2.0,Bournemouth,0.7,2.0,62.0,11191.0,John McGinn,4-4-2,Thomas Bramall,Match Report,,2,11,3,27.3,0.18,0.67,19.2,1,0,0,0.7,0.06,1.3,1.3,7,5,71.4,0,3.0,1.0,0,0,0,7,11,63.6,43,9,23.3,29.6,5,40.0,29.4,13,1,7.7,0,10.0,2023-2024,Aston Villa
14,2023-12-06,20:15,Matchweek 15,Wed,Home,W,1.0,0.0,Manchester City,2.3,0.6,46.0,41421.0,John McGinn,4-4-1-1,John Brooks,Match Report,,1,22,7,31.8,0.05,0.14,18.9,0,0,0,2.3,0.11,-1.3,-1.3,2,2,100.0,1,0.7,0.7,0,0,0,6,10,60.0,39,2,23.1,28.2,3,33.3,30.3,4,0,0.0,2,34.5,2023-2024,Aston Villa
15,2023-12-09,17:30,Matchweek 16,Sat,Home,W,1.0,0.0,Arsenal,0.6,1.4,39.0,42000.0,John McGinn,4-4-1-1,Jarred Gillett,Match Report,,1,10,3,30.0,0.1,0.33,20.8,1,0,0,0.6,0.06,0.4,0.4,3,3,100.0,1,0.8,0.8,0,0,0,8,27,29.6,41,3,53.7,41.2,8,62.5,42.3,10,5,50.0,1,11.8,2023-2024,Aston Villa
16,2023-12-17,14:00,Matchweek 17,Sun,Away,W,2.0,1.0,Brentford,1.4,0.5,67.0,17034.0,John McGinn,3-5-2,David Coote,Match Report,,2,15,5,33.3,0.13,0.4,16.7,0,0,0,1.4,0.09,0.6,0.6,3,2,66.7,0,0.9,-0.1,0,0,0,7,14,50.0,31,2,45.2,35.8,0,,,15,1,6.7,3,21.8,2023-2024,Aston Villa
17,2023-12-22,20:00,Matchweek 18,Fri,Home,D,1.0,1.0,Sheffield Utd,0.9,0.6,77.0,41651.0,John McGinn,4-4-1-1,Anthony Taylor,Match Report,,1,12,4,33.3,0.08,0.25,17.5,0,0,0,0.9,0.07,0.1,0.1,2,1,50.0,0,0.9,-0.1,0,0,0,0,1,0.0,29,5,3.4,20.4,3,0.0,13.7,3,0,0.0,3,31.0,2023-2024,Aston Villa
18,2023-12-26,20:00,Matchweek 19,Tue,Away,L,2.0,3.0,Manchester Utd,1.7,1.1,54.0,73574.0,John McGinn,4-2-3-1,Craig Pawson,Match Report,,2,10,3,30.0,0.2,0.67,14.6,1,0,0,1.7,0.17,0.3,0.3,7,4,57.1,0,2.0,-1.0,0,0,0,5,8,62.5,48,4,16.7,25.2,4,0.0,16.5,12,1,8.3,7,24.4,2023-2024,Aston Villa
19,2023-12-30,15:00,Matchweek 20,Sat,Home,W,3.0,2.0,Burnley,3.2,1.2,64.0,41613.0,John McGinn,4-4-1-1,Stuart Attwell,Match Report,,3,18,6,33.3,0.11,0.33,16.9,1,1,1,2.4,0.14,-0.2,-0.4,5,3,60.0,0,1.3,-0.7,0,0,0,2,7,28.6,29,4,17.2,26.3,5,40.0,33.8,7,0,0.0,4,29.0,2023-2024,Aston Villa
20,2024-01-14,14:00,Matchweek 21,Sun,Away,D,0.0,0.0,Everton,1.2,1.1,68.0,39284.0,John McGinn,4-4-2,David Coote,Match Report,,0,16,4,25.0,0.0,0.0,14.2,0,0,0,1.2,0.08,-1.2,-1.2,2,2,100.0,1,0.7,0.7,0,0,0,4,9,44.4,43,6,18.6,27.1,5,20.0,20.8,11,4,36.4,0,6.0,2023-2024,Aston Villa
21,2024-01-30,20:15,Matchweek 22,Tue,Home,L,1.0,3.0,Newcastle Utd,1.4,2.6,61.0,42191.0,John McGinn,4-4-2,John Brooks,Match Report,,1,12,5,41.7,0.08,0.2,14.3,0,0,0,1.4,0.12,-0.4,-0.4,5,3,40.0,0,2.7,0.7,0,0,0,2,11,18.2,52,5,19.2,27.2,5,20.0,24.4,13,0,0.0,3,32.3,2023-2024,Aston Villa
0,2023-08-12,15:00,Matchweek 1,Sat,Away,D,1.0,1.0,Bournemouth,1.1,1.3,38.0,11245.0,Kurt Zouma,4-2-3-1,Peter Bankes,Match Report,,1,16,2,12.5,0.06,0.5,16.1,0,0,0,1.1,0.07,-0.1,-0.1,5,4,80.0,0,1.4,0.4,0,0,0,6,21,28.6,17,3,88.2,51.1,11,54.5,41.4,15,2,13.3,0,4.5,2023-2024,West Ham United
1,2023-08-20,16:30,Matchweek 2,Sun,Home,W,3.0,1.0,Chelsea,1.8,2.5,25.0,62451.0,Kurt Zouma,4-2-3-1,John Brooks,Match Report,,3,11,5,45.5,0.18,0.4,19.6,0,1,1,1.0,0.09,1.2,1.0,4,2,75.0,0,1.5,0.5,0,1,0,8,20,40.0,21,7,61.9,45.0,10,70.0,49.0,23,3,13.0,0,8.3,2023-2024,West Ham United
2,2023-08-26,17:30,Matchweek 3,Sat,Away,W,3.0,1.0,Brighton,3.0,1.5,22.0,31508.0,Kurt Zouma,4-1-4-1,Anthony Taylor,Match Report,,3,12,7,58.3,0.25,0.43,12.3,0,0,0,3.0,0.27,0.0,0.0,10,9,90.0,0,1.9,0.9,0,0,0,7,24,29.2,20,6,70.0,46.9,12,83.3,52.3,32,1,3.1,0,4.0,2023-2024,West Ham United
3,2023-09-01,20:00,Matchweek 4,Fri,Away,W,2.0,1.0,Luton Town,1.0,1.4,61.0,10802.0,Kurt Zouma,4-2-3-1,Paul Tierney,Match Report,,2,9,3,33.3,0.22,0.67,16.3,0,0,0,1.0,0.11,1.0,1.0,1,0,0.0,0,0.8,-0.2,0,0,0,3,11,27.3,13,5,15.4,26.8,11,81.8,55.8,26,3,11.5,1,9.6,2023-2024,West Ham United
4,2023-09-16,15:00,Matchweek 5,Sat,Home,L,1.0,3.0,Manchester City,0.9,3.6,32.0,62475.0,Kurt Zouma,4-2-3-1,Andy Madley,Match Report,,1,6,3,50.0,0.17,0.33,12.1,0,0,0,0.9,0.16,0.1,0.1,13,10,76.9,0,4.3,1.3,0,0,0,4,5,80.0,15,7,20.0,25.2,7,28.6,29.1,15,0,0.0,0,2.5,2023-2024,West Ham United
5,2023-09-24,14:00,Matchweek 6,Sun,Away,L,1.0,3.0,Liverpool,1.1,3.0,37.0,50136.0,Kurt Zouma,4-2-3-1,Chris Kavanagh,Match Report,,1,11,4,36.4,0.09,0.25,13.5,0,0,0,1.1,0.1,-0.1,-0.1,7,4,71.4,0,3.4,0.4,1,0,0,4,14,28.6,22,5,40.9,31.0,14,35.7,31.8,18,0,0.0,0,9.3,2023-2024,West Ham United
6,2023-09-30,15:00,Matchweek 7,Sat,Home,W,2.0,0.0,Sheffield Utd,2.1,1.1,52.0,62459.0,Kurt Zouma,4-2-3-1,Graham Scott,Match Report,,2,20,8,40.0,0.1,0.25,12.6,1,0,0,2.1,0.11,-0.1,-0.1,2,2,100.0,1,0.8,0.8,0,0,0,6,17,35.3,26,1,46.2,38.8,11,45.5,42.9,12,0,0.0,0,15.0,2023-2024,West Ham United
7,2023-10-08,14:00,Matchweek 8,Sun,Home,D,2.0,2.0,Newcastle Utd,1.2,2.0,36.0,62473.0,Kurt Zouma,4-2-3-1,Peter Bankes,Match Report,,2,5,3,60.0,0.4,0.67,14.9,1,0,0,1.2,0.23,0.8,0.8,3,1,33.3,0,1.5,-0.5,0,0,0,9,18,50.0,22,6,50.0,37.2,9,77.8,51.6,11,0,0.0,0,9.3,2023-2024,West Ham United
8,2023-10-22,16:30,Matchweek 9,Sun,Away,L,1.0,4.0,Aston Villa,1.1,1.9,42.0,41734.0,Kurt Zouma,4-2-3-1,David Coote,Match Report,,1,14,4,28.6,0.07,0.25,15.2,1,0,0,1.1,0.08,-0.1,-0.1,7,3,57.1,0,3.1,-0.9,1,0,0,2,3,66.7,12,8,0.0,28.3,7,42.9,40.6,16,0,0.0,1,19.0,2023-2024,West Ham United
9,2023-10-29,13:00,Matchweek 10,Sun,Home,L,0.0,1.0,Everton,0.7,0.8,64.0,62469.0,Kurt Zouma,4-2-3-1,Stuart Attwell,Match Report,,0,12,2,16.7,0.0,0.0,17.3,0,0,0,0.7,0.06,-0.7,-0.7,4,3,75.0,0,0.8,-0.2,0,0,0,3,4,75.0,35,4,11.4,25.2,5,0.0,19.0,11,0,0.0,1,32.0,2023-2024,West Ham United
10,2023-11-04,15:00,Matchweek 11,Sat,Away,L,2.0,3.0,Brentford,1.8,1.5,42.0,17103.0,James Ward-Prowse,4-4-2,Thomas Bramall,Match Report,,2,12,2,16.7,0.17,1.0,15.3,0,0,0,1.8,0.17,0.2,0.2,4,2,25.0,0,1.7,-0.3,0,0,0,6,18,33.3,14,3,71.4,47.2,11,72.7,48.4,16,0,0.0,0,,2023-2024,West Ham United
11,2023-11-12,14:00,Matchweek 12,Sun,Home,W,3.0,2.0,Nott'ham Forest,1.8,1.7,54.0,62470.0,Kurt Zouma,4-2-3-1,Michael Salisbury,Match Report,,3,16,6,37.5,0.19,0.5,18.0,1,0,0,1.8,0.11,1.2,1.2,5,3,60.0,0,1.8,-0.2,0,0,0,1,4,25.0,19,6,21.1,25.3,3,0.0,17.3,14,2,14.3,0,7.7,2023-2024,West Ham United
12,2023-11-25,15:00,Matchweek 13,Sat,Away,W,2.0,1.0,Burnley,0.9,1.3,50.0,21319.0,Kurt Zouma,4-2-3-1,Samuel Barrott,Match Report,,1,11,3,27.3,0.09,0.33,13.2,0,0,0,0.9,0.08,0.1,0.1,5,4,100.0,0,1.4,0.4,1,0,0,10,20,50.0,29,5,44.8,36.0,9,77.8,49.0,13,1,7.7,0,12.0,2023-2024,West Ham United
