,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,totdist,prgdist,ast,xag,xa,kp,1/3,ppa,crspa,prgp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,sca,passlive,passdead,to,fld,def,gca,passlive,passdead,to,fld,def,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl,tkl%,lost,pass,int,tkl+int,clr,err,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,season,team
34,2020-07-22,19:30,Matchweek 35,Wed,Home,W,2.0,1.0,Napoli,2.0,1.6,31.0,,Bruno Alves,4-1-4-1,Antonio Giua,Match Report,,2.0,6.0,0.0,0.0,0.0,,24.8,0.0,2.0,2.0,0.4,0.07,0.0,-0.4,4.0,3.0,100.0,0.0,1.6,0.6,1.0,0.0,0.0,3.0,11.0,27.3,23.0,1.0,21.7,29.3,11.0,54.5,37.5,10.0,1.0,10.0,0.0,7.0,5185.0,1896.0,0.0,0.4,0.1,4.0,9.0,2.0,2.0,17.0,308.0,37.0,1.0,6.0,11.0,11.0,3.0,1.0,1.0,1.0,0.0,7.0,13.0,9.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,17.0,10.0,14.0,3.0,0.0,7.0,38.9,11.0,5.0,9.0,26.0,15.0,0.0,442.0,79.0,9.0,16.0,76.2,5.0,23.8,283.0,15.0,5.0,12.0,7.0,270.0,17.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,54.0,3.0,33.3,2019-2020,Parma
35,2020-07-25,17:15,Matchweek 36,Sat,Away,W,2.0,1.0,Brescia,1.6,1.7,57.0,,Simone Iacoponi,4-3-3,Lorenzo Maggioni,Match Report,,2.0,14.0,6.0,42.9,0.14,0.33,19.7,1.0,0.0,0.0,1.6,0.11,0.4,0.4,7.0,6.0,85.7,0.0,2.1,1.1,0.0,0.0,0.0,4.0,4.0,100.0,26.0,6.0,11.5,24.7,7.0,14.3,22.3,15.0,0.0,0.0,0.0,4.0,7971.0,2720.0,2.0,1.6,0.6,14.0,29.0,5.0,0.0,38.0,484.0,45.0,0.0,3.0,16.0,18.0,3.0,2.0,1.0,0.0,2.0,9.0,27.0,22.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,13.0,10.0,8.0,4.0,1.0,7.0,50.0,7.0,9.0,5.0,18.0,13.0,1.0,622.0,48.0,16.0,9.0,64.3,5.0,35.7,399.0,28.0,6.0,15.0,11.0,448.0,37.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,46.0,6.0,42.9,2019-2020,Parma
36,2020-07-28,19:30,Matchweek 37,Tue,Home,L,1.0,2.0,Atalanta,1.7,1.4,43.0,,Bruno Alves,4-3-3,Luca Pairetto,Match Report,,1.0,14.0,3.0,21.4,0.07,0.33,22.6,1.0,0.0,0.0,1.7,0.12,-0.7,-0.7,4.0,2.0,50.0,0.0,0.9,-1.1,0.0,0.0,0.0,11.0,22.0,50.0,37.0,2.0,51.4,38.8,14.0,21.4,22.7,9.0,0.0,0.0,0.0,,5625.0,2343.0,0.0,1.2,0.8,6.0,18.0,4.0,0.0,18.0,348.0,57.0,0.0,5.0,10.0,21.0,3.0,2.0,1.0,0.0,3.0,7.0,22.0,17.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,7.0,12.0,8.0,0.0,8.0,44.4,10.0,9.0,11.0,31.0,14.0,0.0,526.0,76.0,15.0,8.0,53.3,7.0,46.7,338.0,12.0,5.0,16.0,4.0,309.0,18.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,37.0,6.0,37.5,2019-2020,Parma
37,2020-08-02,20:45,Matchweek 38,Sun,Away,W,4.0,3.0,Lecce,3.2,2.7,49.0,,Bruno Alves,4-2-3-1,Maurizio Mariani,Match Report,,3.0,19.0,10.0,52.6,0.16,0.3,16.0,0.0,0.0,0.0,3.2,0.17,-0.2,-0.2,7.0,4.0,57.1,0.0,2.8,-0.2,0.0,0.0,0.0,4.0,12.0,33.3,43.0,10.0,20.9,29.1,7.0,42.9,34.0,22.0,0.0,0.0,0.0,8.5,7838.0,2988.0,3.0,3.1,1.8,18.0,25.0,9.0,2.0,30.0,499.0,33.0,2.0,3.0,12.0,14.0,4.0,2.0,0.0,0.0,2.0,2.0,36.0,34.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,14.0,9.0,7.0,5.0,2.0,7.0,36.8,12.0,11.0,7.0,21.0,30.0,1.0,643.0,93.0,30.0,9.0,56.3,7.0,43.8,432.0,19.0,9.0,7.0,11.0,449.0,29.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,48.0,8.0,44.4,2019-2020,Parma
0,2019-08-25,20:45,Matchweek 1,Sun,Away,D,1.0,1.0,Hellas Verona,1.8,0.2,73.0,16324.0,Andrea Poli,4-2-3-1,Antonio Giua,Match Report,,1.0,15.0,1.0,6.7,0.0,0.0,20.5,1.0,1.0,1.0,1.0,0.07,-0.8,-1.0,2.0,1.0,50.0,0.0,0.2,-0.8,0.0,0.0,0.0,7.0,10.0,70.0,18.0,4.0,33.3,31.9,5.0,80.0,47.0,2.0,0.0,0.0,1.0,27.0,9432.0,2823.0,0.0,0.9,1.3,13.0,51.0,19.0,4.0,62.0,594.0,47.0,2.0,5.0,24.0,21.0,6.0,1.0,2.0,0.0,1.0,2.0,27.0,23.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,15.0,11.0,7.0,7.0,1.0,5.0,55.6,4.0,2.0,6.0,21.0,6.0,0.0,733.0,33.0,28.0,2.0,16.7,9.0,75.0,477.0,23.0,2.0,12.0,7.0,537.0,62.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,42.0,16.0,43.2,2019-2020,Bologna
1,2019-08-30,20:45,Matchweek 2,Fri,Home,W,1.0,0.0,SPAL,4.0,0.8,57.0,25086.0,Andrea Poli,4-3-3,Marco Di Bello,Match Report,,1.0,23.0,7.0,30.4,0.04,0.14,16.7,0.0,0.0,0.0,4.0,0.18,-3.0,-3.0,1.0,1.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,10.0,20.0,50.0,29.0,5.0,55.2,38.4,9.0,44.4,37.0,15.0,0.0,0.0,2.0,21.5,6708.0,2627.0,1.0,3.9,2.4,20.0,38.0,13.0,8.0,40.0,437.0,50.0,4.0,0.0,28.0,14.0,11.0,7.0,1.0,0.0,2.0,7.0,42.0,32.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,11.0,3.0,7.0,3.0,2.0,16.7,10.0,10.0,9.0,22.0,22.0,0.0,627.0,60.0,36.0,15.0,65.2,8.0,34.8,396.0,33.0,11.0,19.0,7.0,386.0,40.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,63.0,34.0,60.7,2019-2020,Bologna
2,2019-09-15,15:00,Matchweek 3,Sun,Away,W,4.0,3.0,Brescia,3.0,1.3,66.0,15000.0,Blerim Džemaili,4-2-3-1,Gianluca Rocchi,Match Report,,3.0,21.0,7.0,33.3,0.14,0.43,13.1,0.0,0.0,0.0,3.0,0.14,0.0,0.0,6.0,3.0,50.0,0.0,1.9,-1.1,0.0,0.0,0.0,4.0,8.0,50.0,27.0,8.0,18.5,28.6,4.0,75.0,48.3,11.0,1.0,9.1,0.0,13.0,8690.0,3318.0,3.0,2.7,1.7,18.0,34.0,15.0,3.0,67.0,528.0,52.0,2.0,5.0,27.0,18.0,10.0,9.0,0.0,0.0,1.0,11.0,38.0,31.0,5.0,1.0,1.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0,13.0,6.0,7.0,6.0,0.0,4.0,36.4,7.0,5.0,5.0,18.0,18.0,0.0,689.0,61.0,32.0,5.0,33.3,10.0,66.7,412.0,23.0,2.0,18.0,5.0,475.0,66.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,41.0,26.0,56.5,2019-2020,Bologna
3,2019-09-22,15:00,Matchweek 4,Sun,Home,L,1.0,2.0,Roma,1.3,1.5,40.0,25513.0,Andrea Poli,4-2-3-1,Luca Pairetto,Match Report,,1.0,5.0,2.0,40.0,0.0,0.0,24.5,1.0,1.0,1.0,0.5,0.11,-0.3,-0.5,4.0,2.0,50.0,0.0,1.6,-0.4,0.0,0.0,0.0,6.0,24.0,25.0,39.0,11.0,46.2,36.4,11.0,54.5,45.0,15.0,2.0,13.3,1.0,11.5,5365.0,2030.0,0.0,0.4,0.4,4.0,17.0,5.0,0.0,28.0,313.0,47.0,0.0,3.0,10.0,14.0,3.0,0.0,1.0,0.0,1.0,4.0,12.0,10.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,14.0,10.0,7.0,7.0,0.0,7.0,31.8,15.0,11.0,7.0,21.0,21.0,0.0,458.0,83.0,16.0,9.0,60.0,6.0,40.0,260.0,16.0,7.0,11.0,9.0,276.0,27.0,3.0,0.0,0.0,13.0,1.0,0.0,0.0,34.0,9.0,29.0,2019-2020,Bologna
4,2019-09-25,21:00,Matchweek 5,Wed,Away,D,0.0,0.0,Genoa,1.7,0.3,58.0,20497.0,Andrea Poli,4-1-4-1,Davide Massa,Match Report,,0.0,17.0,1.0,5.9,0.0,0.0,21.4,1.0,0.0,1.0,0.9,0.06,-1.7,-0.9,1.0,1.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,4.0,11.0,36.4,20.0,6.0,25.0,28.9,7.0,85.7,46.6,17.0,1.0,5.9,0.0,8.5,6637.0,2521.0,0.0,0.9,0.9,16.0,36.0,6.0,1.0,49.0,426.0,48.0,0.0,5.0,11.0,20.0,4.0,2.0,0.0,0.0,4.0,7.0,34.0,26.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,9.0,5.0,3.0,7.0,53.8,6.0,5.0,12.0,29.0,18.0,0.0,595.0,54.0,19.0,9.0,60.0,6.0,40.0,314.0,33.0,6.0,13.0,15.0,381.0,47.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,50.0,25.0,56.8,2019-2020,Bologna
5,2019-09-29,15:00,Matchweek 6,Sun,Away,L,0.0,1.0,Udinese,1.3,0.7,61.0,21361.0,Blerim Džemaili,4-2-3-1,Antonio Giua,Match Report,,0.0,12.0,3.0,25.0,0.0,0.0,16.4,2.0,0.0,0.0,1.3,0.11,-1.3,-1.3,3.0,2.0,66.7,0.0,0.9,-0.1,0.0,0.0,0.0,3.0,9.0,33.3,21.0,4.0,33.3,35.0,8.0,25.0,32.3,8.0,0.0,0.0,1.0,18.5,7451.0,2669.0,0.0,1.2,1.3,9.0,36.0,6.0,1.0,51.0,455.0,55.0,2.0,5.0,18.0,21.0,5.0,3.0,0.0,0.0,2.0,6.0,19.0,11.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,4.0,8.0,2.0,5.0,45.5,6.0,8.0,5.0,19.0,12.0,0.0,617.0,49.0,19.0,4.0,26.7,11.0,73.3,365.0,18.0,3.0,23.0,10.0,412.0,50.0,3.0,1.0,0.0,18.0,0.0,0.0,0.0,48.0,27.0,67.5,2019-2020,Bologna
6,2019-10-06,15:00,Matchweek 7,Sun,Home,D,2.0,2.0,Lazio,3.2,1.8,52.0,22052.0,Andrea Poli,4-2-3-1,Daniele Orsato,Match Report,,2.0,18.0,8.0,44.4,0.11,0.25,17.8,1.0,0.0,0.0,3.2,0.18,-1.2,-1.2,4.0,2.0,50.0,0.0,1.8,-0.2,0.0,0.0,1.0,3.0,7.0,42.9,22.0,4.0,13.6,26.5,10.0,40.0,39.6,11.0,2.0,18.2,0.0,10.3,6409.0,2078.0,1.0,2.0,1.4,12.0,29.0,10.0,3.0,46.0,418.0,55.0,0.0,1.0,19.0,22.0,5.0,4.0,1.0,0.0,2.0,11.0,26.0,18.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,14.0,8.0,2.0,10.0,2.0,8.0,47.1,9.0,10.0,9.0,23.0,16.0,0.0,585.0,53.0,16.0,16.0,66.7,8.0,33.3,297.0,12.0,3.0,12.0,5.0,366.0,43.0,5.0,1.0,0.0,13.0,0.0,1.0,0.0,52.0,11.0,32.4,2019-2020,Bologna
7,2019-10-19,20:45,Matchweek 8,Sat,Away,L,1.0,2.0,Juventus,0.9,2.0,35.0,40461.0,Andrea Poli,4-2-3-1,Massimiliano Irrati,Match Report,,1.0,9.0,2.0,22.2,0.11,0.5,17.6,1.0,0.0,0.0,0.9,0.11,0.1,0.1,10.0,8.0,80.0,0.0,2.1,0.1,0.0,0.0,0.0,11.0,15.0,73.3,24.0,6.0,41.7,34.8,6.0,83.3,50.0,19.0,0.0,0.0,0.0,7.3,5269.0,1989.0,1.0,0.5,0.6,5.0,28.0,5.0,2.0,23.0,315.0,36.0,0.0,3.0,18.0,7.0,5.0,2.0,2.0,0.0,3.0,3.0,14.0,9.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,10.0,7.0,5.0,2.0,7.0,46.7,8.0,4.0,17.0,31.0,30.0,1.0,482.0,84.0,10.0,10.0,62.5,6.0,37.5,313.0,12.0,1.0,12.0,7.0,278.0,23.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,42.0,7.0,43.8,2019-2020,Bologna
8,2019-10-27,12:30,Matchweek 9,Sun,Home,W,2.0,1.0,Sampdoria,1.9,0.6,56.0,24099.0,Blerim Džemaili,4-2-3-1,Daniele Doveri,Match Report,,2.0,13.0,5.0,38.5,0.15,0.4,13.8,2.0,0.0,0.0,1.9,0.15,0.1,0.1,2.0,1.0,50.0,0.0,0.6,-0.4,0.0,0.0,0.0,8.0,15.0,53.3,27.0,4.0,51.9,37.6,5.0,20.0,34.0,10.0,0.0,0.0,0.0,7.0,7270.0,2985.0,2.0,1.7,0.9,10.0,31.0,12.0,2.0,59.0,434.0,54.0,0.0,3.0,24.0,18.0,11.0,4.0,0.0,1.0,4.0,8.0,25.0,21.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,14.0,8.0,5.0,8.0,1.0,1.0,7.7,12.0,7.0,14.0,28.0,20.0,1.0,602.0,65.0,30.0,5.0,41.7,7.0,58.3,270.0,22.0,11.0,18.0,11.0,374.0,59.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,59.0,21.0,48.8,2019-2020,Bologna
9,2019-10-30,21:00,Matchweek 10,Wed,Away,L,2.0,3.0,Cagliari,1.1,1.2,52.0,16076.0,Blerim Džemaili,4-2-3-1,Juan Sacchi,Match Report,,1.0,9.0,2.0,22.2,0.0,0.0,23.5,1.0,1.0,1.0,0.4,0.04,-0.1,-0.4,5.0,2.0,40.0,0.0,0.9,-2.1,0.0,0.0,0.0,9.0,17.0,52.9,23.0,7.0,47.8,35.7,11.0,54.5,37.5,13.0,1.0,7.7,0.0,12.0,6424.0,2497.0,0.0,0.2,0.2,6.0,20.0,5.0,0.0,33.0,422.0,50.0,0.0,5.0,13.0,20.0,1.0,0.0,0.0,1.0,1.0,7.0,17.0,12.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,15.0,11.0,11.0,1.0,8.0,47.1,9.0,3.0,13.0,36.0,30.0,1.0,601.0,71.0,12.0,15.0,75.0,5.0,25.0,347.0,18.0,3.0,18.0,10.0,360.0,33.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,58.0,11.0,45.8,2019-2020,Bologna
10,2019-11-02,18:00,Matchweek 11,Sat,Home,L,1.0,2.0,Inter,0.5,2.3,48.0,28498.0,Andrea Poli,4-2-3-1,Federico La Penna,Match Report,,1.0,11.0,3.0,27.3,0.09,0.33,25.5,1.0,0.0,0.0,0.5,0.05,0.5,0.5,8.0,6.0,87.5,0.0,2.1,0.1,1.0,0.0,0.0,8.0,15.0,53.3,31.0,9.0,32.3,34.7,6.0,83.3,47.5,19.0,0.0,0.0,0.0,10.8,5932.0,2235.0,1.0,0.3,0.4,8.0,21.0,7.0,1.0,29.0,406.0,54.0,0.0,1.0,10.0,15.0,2.0,2.0,0.0,0.0,1.0,7.0,20.0,16.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,5.0,4.0,7.0,2.0,5.0,33.3,10.0,9.0,13.0,26.0,18.0,1.0,577.0,68.0,13.0,7.0,43.8,9.0,56.3,296.0,15.0,1.0,11.0,9.0,363.0,29.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,44.0,20.0,52.6,2019-2020,Bologna
11,2019-11-08,20:45,Matchweek 12,Fri,Away,L,1.0,3.0,Sassuolo,0.6,2.2,50.0,13184.0,Andrea Poli,4-2-3-1,Marco Piccinini,Match Report,,1.0,11.0,5.0,45.5,0.09,0.2,19.9,0.0,0.0,0.0,0.6,0.06,0.4,0.4,7.0,4.0,57.1,0.0,2.8,-0.2,0.0,0.0,0.0,6.0,12.0,50.0,29.0,7.0,34.5,33.6,7.0,28.6,31.7,5.0,0.0,0.0,2.0,26.0,7136.0,2792.0,0.0,0.4,0.7,7.0,26.0,7.0,1.0,48.0,488.0,58.0,0.0,1.0,19.0,25.0,4.0,4.0,0.0,0.0,2.0,11.0,18.0,14.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,22.0,15.0,7.0,11.0,4.0,9.0,37.5,15.0,5.0,9.0,31.0,16.0,0.0,668.0,62.0,20.0,8.0,61.5,5.0,38.5,391.0,19.0,4.0,19.0,9.0,437.0,47.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,46.0,26.0,66.7,2019-2020,Bologna
12,2019-11-24,12:30,Matchweek 13,Sun,Home,D,2.0,2.0,Parma,0.9,1.3,65.0,21419.0,Blerim Džemaili,4-2-3-1,Rosario Abisso,Match Report,,2.0,16.0,7.0,43.8,0.13,0.29,19.4,1.0,0.0,0.0,0.9,0.06,1.1,1.1,5.0,3.0,60.0,0.0,2.1,0.1,0.0,0.0,0.0,1.0,2.0,50.0,13.0,2.0,15.4,26.8,7.0,0.0,20.9,9.0,0.0,0.0,2.0,19.8,9476.0,3147.0,2.0,0.8,1.0,13.0,55.0,12.0,2.0,82.0,533.0,66.0,0.0,6.0,46.0,23.0,15.0,11.0,0.0,0.0,0.0,10.0,26.0,20.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,10.0,6.0,2.0,7.0,1.0,4.0,30.8,9.0,8.0,6.0,16.0,8.0,1.0,685.0,43.0,22.0,7.0,50.0,7.0,50.0,466.0,33.0,4.0,10.0,15.0,502.0,82.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,49.0,11.0,45.8,2019-2020,Bologna
13,2019-12-01,18:00,Matchweek 14,Sun,Away,W,2.0,1.0,Napoli,1.2,2.1,39.0,26012.0,Blerim Džemaili,4-1-4-1,Fabrizio Pasqua,Match Report,,2.0,11.0,5.0,45.5,0.18,0.4,17.8,0.0,0.0,0.0,1.2,0.11,0.8,0.8,6.0,5.0,83.3,0.0,1.2,0.2,0.0,0.0,0.0,11.0,20.0,55.0,22.0,1.0,54.5,38.3,16.0,50.0,33.4,28.0,3.0,10.7,0.0,5.0,5513.0,2432.0,1.0,0.8,0.4,7.0,17.0,3.0,0.0,27.0,347.0,46.0,2.0,3.0,9.0,15.0,0.0,0.0,0.0,0.0,5.0,3.0,20.0,19.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,5.0,4.0,9.0,0.0,6.0,20.7,23.0,7.0,19.0,32.0,26.0,1.0,527.0,92.0,12.0,6.0,50.0,6.0,50.0,268.0,17.0,6.0,20.0,7.0,314.0,26.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,57.0,13.0,44.8,2019-2020,Bologna
14,2019-12-08,20:45,Matchweek 15,Sun,Home,L,2.0,3.0,Milan,1.4,2.3,50.0,23707.0,Blerim Džemaili,4-2-3-1,Daniele Chiffi,Match Report,,1.0,10.0,3.0,30.0,0.0,0.0,20.9,1.0,1.0,1.0,0.6,0.06,-0.4,-0.6,7.0,4.0,71.4,0.0,2.8,-0.2,1.0,0.0,0.0,2.0,4.0,50.0,18.0,2.0,11.1,23.6,8.0,25.0,31.6,3.0,1.0,33.3,0.0,14.5,5930.0,2354.0,0.0,0.5,0.8,8.0,38.0,8.0,4.0,38.0,400.0,58.0,0.0,4.0,17.0,24.0,5.0,5.0,0.0,0.0,4.0,10.0,18.0,13.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,16.0,7.0,4.0,7.0,5.0,5.0,31.3,11.0,8.0,7.0,23.0,9.0,0.0,577.0,49.0,19.0,6.0,46.2,7.0,53.8,286.0,20.0,7.0,28.0,2.0,336.0,38.0,4.0,0.0,0.0,17.0,1.0,1.0,0.0,49.0,22.0,52.4,2019-2020,Bologna
15,2019-12-15,15:00,Matchweek 16,Sun,Home,W,2.0,1.0,Atalanta,1.3,2.4,41.0,21277.0,Blerim Džemaili,4-2-3-1,Davide Massa,Match Report,,2.0,14.0,4.0,28.6,0.14,0.5,19.3,1.0,0.0,0.0,1.3,0.1,0.7,0.7,4.0,3.0,75.0,0.0,0.6,-0.4,0.0,0.0,0.0,4.0,19.0,21.1,25.0,6.0,56.0,42.0,12.0,41.7,37.8,14.0,4.0,28.6,1.0,12.9,4597.0,2219.0,1.0,0.5,0.3,9.0,18.0,5.0,1.0,29.0,307.0,60.0,0.0,5.0,13.0,24.0,4.0,1.0,0.0,0.0,4.0,3.0,23.0,15.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,9.0,6.0,7.0,3.0,2.0,22.2,7.0,4.0,20.0,36.0,26.0,0.0,491.0,79.0,20.0,7.0,43.8,9.0,56.3,231.0,17.0,6.0,15.0,9.0,244.0,28.0,5.0,1.0,1.0,15.0,0.0,0.0,0.0,53.0,22.0,41.5,2019-2020,Bologna
16,2019-12-22,15:00,Matchweek 17,Sun,Away,W,3.0,2.0,Lecce,4.1,1.3,50.0,24178.0,Andrea Poli,4-2-3-1,Rosario Abisso,Match Report,,3.0,24.0,14.0,58.3,0.13,0.21,15.0,0.0,0.0,0.0,4.1,0.17,-1.1,-1.1,4.0,2.0,50.0,0.0,1.1,-0.9,0.0,0.0,0.0,5.0,15.0,33.3,25.0,4.0,48.0,33.1,4.0,75.0,47.3,18.0,2.0,11.1,0.0,9.0,6726.0,2474.0,3.0,3.6,1.2,19.0,30.0,8.0,2.0,40.0,473.0,47.0,2.0,4.0,11.0,20.0,2.0,2.0,0.0,0.0,6.0,10.0,40.0,27.0,3.0,5.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,11.0,8.0,8.0,3.0,0.0,5.0,33.3,10.0,11.0,10.0,21.0,23.0,0.0,637.0,57.0,28.0,8.0,50.0,8.0,50.0,369.0,19.0,8.0,13.0,5.0,433.0,40.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,46.0,13.0,41.9,2019-2020,Bologna
17,2020-01-06,12:30,Matchweek 18,Mon,Home,D,1.0,1.0,Fiorentina,0.8,0.4,70.0,22653.0,Andrea Poli,4-2-3-1,Paolo Valeri,Match Report,,1.0,14.0,6.0,42.9,0.07,0.17,19.0,1.0,0.0,0.0,0.8,0.06,0.2,0.2,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,12.0,4.0,16.7,30.8,7.0,0.0,23.4,10.0,2.0,20.0,2.0,13.0,7664.0,2706.0,0.0,0.7,1.1,11.0,41.0,11.0,5.0,62.0,492.0,69.0,2.0,1.0,41.0,21.0,14.0,9.0,0.0,0.0,2.0,15.0,25.0,19.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,8.0,4.0,0.0,1.0,12.5,7.0,3.0,5.0,17.0,15.0,1.0,646.0,38.0,19.0,9.0,56.3,7.0,43.8,408.0,14.0,3.0,9.0,8.0,440.0,61.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,46.0,16.0,41.0,2019-2020,Bologna
18,2020-01-12,15:00,Matchweek 19,Sun,Away,L,0.0,1.0,Torino,2.1,0.5,60.0,15000.0,Andrea Poli,4-3-3,Marco Piccinini,Match Report,,0.0,17.0,4.0,23.5,0.0,0.0,16.4,0.0,0.0,0.0,2.1,0.12,-2.1,-2.1,1.0,0.0,0.0,0.0,0.1,-0.9,0.0,0.0,0.0,0.0,5.0,0.0,16.0,5.0,25.0,30.4,6.0,16.7,31.2,8.0,3.0,37.5,3.0,16.3,5522.0,2197.0,0.0,1.8,0.9,10.0,31.0,8.0,2.0,45.0,423.0,61.0,1.0,0.0,27.0,27.0,9.0,8.0,0.0,0.0,1.0,9.0,26.0,16.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,14.0,16.0,3.0,16.0,47.1,18.0,9.0,13.0,46.0,12.0,1.0,623.0,44.0,28.0,15.0,75.0,5.0,25.0,286.0,26.0,6.0,20.0,12.0,337.0,44.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,62.0,22.0,37.9,2019-2020,Bologna
19,2020-01-19,15:00,Matchweek 20,Sun,Home,D,1.0,1.0,Hellas Verona,1.1,2.1,42.0,20697.0,Ibrahima Mbaye,4-3-3,Giovanni Ayroldi,Match Report,,1.0,7.0,2.0,28.6,0.14,0.5,15.9,0.0,0.0,0.0,1.1,0.16,-0.1,-0.1,7.0,6.0,85.7,0.0,2.5,1.5,0.0,0.0,0.0,9.0,23.0,39.1,27.0,5.0,66.7,45.0,7.0,71.4,50.3,24.0,4.0,16.7,2.0,10.8,4315.0,1954.0,0.0,0.4,0.2,6.0,17.0,3.0,0.0,20.0,312.0,48.0,0.0,0.0,12.0,17.0,3.0,3.0,0.0,0.0,2.0,10.0,12.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,12.0,4.0,0.0,7.0,50.0,7.0,3.0,10.0,26.0,25.0,0.0,475.0,74.0,11.0,9.0,52.9,8.0,47.1,225.0,16.0,4.0,17.0,6.0,242.0,19.0,6.0,1.0,1.0,20.0,0.0,0.0,0.0,49.0,31.0,54.4,2019-2020,Bologna
20,2020-01-25,15:00,Matchweek 21,Sat,Away,W,3.0,1.0,SPAL,2.0,1.8,45.0,12622.0,Andrea Poli,4-2-3-1,Michael Fabbri,Match Report,,2.0,18.0,5.0,27.8,0.11,0.4,15.4,0.0,0.0,0.0,2.0,0.11,0.0,0.0,4.0,3.0,100.0,0.0,1.6,0.6,1.0,0.0,0.0,3.0,6.0,50.0,17.0,6.0,17.6,28.1,8.0,37.5,29.5,15.0,3.0,20.0,1.0,9.8,4656.0,2010.0,1.0,1.1,1.1,10.0,21.0,5.0,1.0,32.0,317.0,54.0,0.0,1.0,23.0,18.0,9.0,7.0,2.0,0.0,2.0,11.0,26.0,15.0,3.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,12.0,11.0,4.0,1.0,4.0,23.5,13.0,11.0,12.0,28.0,26.0,0.0,507.0,75.0,28.0,8.0,53.3,7.0,46.7,280.0,21.0,7.0,14.0,8.0,270.0,32.0,3.0,0.0,0.0,16.0,0.0,1.0,0.0,50.0,13.0,56.5,2019-2020,Bologna
