,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,totdist,prgdist,ast,xag,xa,kp,1/3,ppa,crspa,prgp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,sca,passlive,passdead,to,fld,def,gca,passlive,passdead,to,fld,def,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl,tkl%,lost,pass,int,tkl+int,clr,err,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,season,team
8,2019-10-19,15:00,Matchweek 9,Sat,Home,W,2.0,1.0,Brighton,3.0,1.2,49.0,41826.0,Jack Grealish,4-3-3,David Coote,Match Report,,2,24,8,33.3,0.08,0.25,16.9,3,0,0,3.0,0.13,-1.0,-1.0,5,4,80.0,0,1.2,0.2,0,0,0,1,9,11.1,17,7,35.3,30.8,9,33.3,39.1,14,0,0.0,0,12.0,6870,2377,2,2.0,1.0,17,35,12,5,49,447,47,0,4,31,15,7,6,0,0,1,7,45,33,1,5,3,1,4,3,0,1,0,0,6,2,3,1,2,2,20.0,8,7,11,17,16,0,605,66,40,20,80.0,5,20.0,366,36,11,11,6,396,49,1,0,0,9,0,0,0,55,8,33.3,2019-2020,Aston Villa
9,2019-10-26,12:30,Matchweek 10,Sat,Away,L,0.0,3.0,Manchester City,1.0,2.9,37.0,54506.0,Jack Grealish,4-1-4-1,Graham Scott,Match Report,,0,11,5,45.5,0.0,0.0,17.0,0,0,0,1.0,0.1,-1.0,-1.0,9,6,66.7,0,1.6,-1.4,0,0,0,9,17,52.9,27,6,33.3,32.4,12,66.7,51.7,15,0,0.0,1,26.0,5468,2154,0,0.3,0.3,5,21,7,3,23,331,48,0,1,18,14,7,4,0,0,2,11,14,9,0,1,0,0,0,0,0,0,0,0,10,5,9,1,0,3,16.7,15,6,13,23,29,3,502,109,17,10,62.5,6,37.5,242,12,1,8,7,290,23,1,0,0,5,0,0,0,37,9,34.6,2019-2020,Aston Villa
10,2019-11-02,15:00,Matchweek 11,Sat,Home,L,1.0,2.0,Liverpool,0.4,2.4,27.0,41878.0,Tyrone Mings,4-3-3,Jonathan Moss,Match Report,,1,4,2,50.0,0.25,0.5,13.8,0,0,0,0.4,0.1,0.6,0.6,6,4,66.7,0,1.5,-0.5,0,0,0,10,36,27.8,24,2,79.2,49.7,18,94.4,64.5,30,0,0.0,0,5.5,3073,1621,1,0.3,0.3,3,3,4,1,16,207,56,1,1,13,22,2,0,0,0,3,10,6,3,2,0,1,0,2,0,1,0,1,0,20,13,14,5,1,10,71.4,4,11,13,33,51,1,416,105,11,5,35.7,9,64.3,138,8,0,23,8,150,15,1,0,0,12,0,0,0,56,19,46.3,2019-2020,Aston Villa
11,2019-11-10,14:00,Matchweek 12,Sun,Away,L,1.0,2.0,Wolves,0.6,2.4,50.0,31607.0,Tyrone Mings,4-3-3,Anthony Taylor,Match Report,,1,13,4,30.8,0.08,0.25,23.2,1,0,0,0.6,0.05,0.4,0.4,5,3,60.0,0,2.2,0.2,0,0,0,5,14,35.7,22,5,36.4,33.5,10,60.0,46.8,11,0,0.0,0,,5963,2278,0,0.4,0.4,7,23,2,1,26,375,53,0,6,27,21,3,2,1,0,1,8,25,14,3,4,3,0,2,0,1,0,1,0,20,13,8,10,2,11,34.4,21,3,9,29,21,0,547,68,10,17,70.8,7,29.2,283,19,3,16,7,322,25,3,0,0,8,0,0,0,50,13,40.6,2019-2020,Aston Villa
12,2019-11-25,20:00,Matchweek 13,Mon,Home,W,2.0,0.0,Newcastle Utd,2.3,0.6,61.0,41821.0,Jack Grealish,4-3-3,Lee Mason,Match Report,,2,17,8,47.1,0.12,0.25,17.5,1,0,0,2.3,0.14,-0.3,-0.3,5,5,100.0,1,0.6,0.6,0,0,0,8,14,57.1,24,10,41.7,34.4,5,80.0,53.2,16,1,6.3,0,7.5,8520,2995,2,2.3,1.8,17,35,11,0,49,501,44,1,6,28,17,11,8,0,0,1,7,34,28,3,0,2,0,4,2,1,0,1,0,15,11,7,5,3,8,38.1,13,6,6,21,23,0,655,53,32,8,50.0,8,50.0,374,25,7,13,7,450,49,1,0,0,10,0,0,0,49,18,48.6,2019-2020,Aston Villa
13,2019-12-01,16:30,Matchweek 14,Sun,Away,D,2.0,2.0,Manchester Utd,1.2,1.7,38.0,73381.0,Jack Grealish,4-3-3,Craig Pawson,Match Report,,2,9,3,33.3,0.22,0.67,15.9,0,0,0,1.2,0.14,0.8,0.8,6,5,66.7,0,1.1,0.1,0,0,0,3,25,12.0,26,4,73.1,45.2,10,60.0,47.6,18,0,0.0,0,7.3,4399,1736,2,0.3,0.7,7,19,7,1,26,298,54,2,6,24,15,9,4,1,0,4,10,17,12,0,1,2,1,4,3,0,1,0,0,22,16,8,9,5,15,65.2,8,7,10,32,22,1,465,79,16,10,71.4,4,28.6,211,15,5,16,2,236,26,1,0,0,8,0,0,1,47,7,31.8,2019-2020,Aston Villa
14,2019-12-04,19:30,Matchweek 15,Wed,Away,L,1.0,2.0,Chelsea,1.0,1.8,36.0,40628.0,Jack Grealish,4-3-3,Chris Kavanagh,Match Report,,1,9,3,33.3,0.11,0.33,14.2,0,0,0,1.0,0.12,0.0,0.0,9,7,77.8,0,1.8,-0.2,0,0,0,9,15,60.0,19,4,52.6,36.8,8,62.5,48.8,22,1,4.5,0,4.0,5635,2335,1,0.9,0.6,8,23,9,5,29,342,53,1,4,23,19,5,5,0,0,1,5,18,14,2,1,0,0,2,2,0,0,0,0,22,9,10,11,1,12,42.9,16,11,20,42,30,1,557,80,14,10,55.6,8,44.4,273,9,0,24,5,301,29,1,0,0,10,0,0,0,59,20,55.6,2019-2020,Aston Villa
15,2019-12-08,14:00,Matchweek 16,Sun,Home,L,1.0,4.0,Leicester City,1.2,4.6,41.0,41908.0,Jack Grealish,4-1-4-1,Michael Oliver,Match Report,,1,15,2,13.3,0.07,0.5,15.2,0,0,0,1.2,0.08,-0.2,-0.2,8,4,50.0,0,4.4,0.4,0,0,0,6,25,24.0,25,4,68.0,45.8,10,80.0,56.9,16,0,0.0,4,18.4,5040,2117,1,1.1,1.0,14,24,14,3,40,302,59,0,8,31,20,8,3,2,1,0,9,29,19,5,1,3,1,2,0,1,0,1,0,14,8,5,5,4,8,47.1,9,4,8,22,24,0,485,76,38,11,55.0,9,45.0,249,14,6,18,8,262,40,6,0,0,21,0,0,0,57,15,39.5,2019-2020,Aston Villa
16,2019-12-14,15:00,Matchweek 17,Sat,Away,L,0.0,2.0,Sheffield Utd,1.1,1.7,44.0,30396.0,Jack Grealish,4-3-3,Peter Bankes,Match Report,,0,7,0,0.0,0.0,,20.4,0,0,1,0.3,0.04,-1.1,-0.3,3,1,33.3,0,0.8,-1.2,0,0,0,7,25,28.0,27,5,70.4,47.7,11,54.5,41.5,24,1,4.2,2,14.3,5894,2194,0,0.3,0.4,7,23,5,3,26,389,59,1,4,15,32,2,2,0,0,0,7,14,13,1,0,0,0,0,0,0,0,0,0,11,9,6,4,1,6,46.2,7,8,13,24,44,0,566,89,8,3,75.0,1,25.0,257,14,1,15,11,307,26,2,0,0,9,0,0,0,57,36,52.9,2019-2020,Aston Villa
17,2019-12-21,15:00,Matchweek 18,Sat,Home,L,1.0,3.0,Southampton,1.1,2.8,56.0,41834.0,Jack Grealish,4-3-3,Craig Pawson,Match Report,,1,19,6,31.6,0.05,0.17,19.1,2,0,0,1.1,0.06,-0.1,-0.1,8,5,62.5,0,1.5,-1.5,0,0,0,3,8,37.5,26,13,30.8,31.0,4,0.0,17.5,19,2,10.5,0,5.5,6847,2609,0,1.0,0.9,15,34,9,6,39,440,55,0,4,27,23,7,2,3,1,2,11,34,24,4,2,2,0,2,2,0,0,0,0,9,5,5,4,0,0,0.0,6,4,14,23,23,1,620,62,28,13,65.0,7,35.0,312,18,4,23,9,374,37,2,0,0,16,0,0,0,40,34,66.7,2019-2020,Aston Villa
18,2019-12-26,15:00,Matchweek 19,Thu,Home,W,1.0,0.0,Norwich City,0.6,1.2,43.0,41289.0,Jack Grealish,4-2-3-1,Chris Kavanagh,Match Report,,1,11,2,18.2,0.09,0.5,17.5,0,0,0,0.6,0.05,0.4,0.4,5,5,100.0,1,0.7,0.7,0,0,0,4,17,23.5,19,6,42.1,36.1,10,90.0,54.9,20,1,5.0,0,4.0,5130,1998,1,0.6,1.0,11,18,8,3,33,367,50,1,1,26,22,5,3,2,0,1,7,18,11,3,1,1,0,2,1,0,1,0,0,19,12,11,5,3,9,45.0,11,8,6,25,22,1,516,61,20,9,90.0,1,10.0,298,16,4,17,6,298,32,2,0,0,15,0,0,0,56,24,60.0,2019-2020,Aston Villa
19,2019-12-28,15:00,Matchweek 20,Sat,Away,L,0.0,3.0,Watford,0.6,2.8,51.0,21348.0,Jack Grealish,4-2-3-1,Simon Hooper,Match Report,,0,11,2,18.2,0.0,0.0,21.8,0,0,0,0.6,0.06,-0.6,-0.6,6,3,66.7,0,3.0,0.0,1,0,0,4,10,40.0,22,5,31.8,31.4,6,50.0,42.7,20,0,0.0,0,6.3,6884,2284,0,0.6,0.7,9,30,9,4,45,430,51,0,3,22,21,3,2,0,0,3,3,22,17,2,0,2,0,0,0,0,0,0,0,11,6,6,3,2,3,30.0,7,8,11,22,22,2,602,64,20,10,52.6,9,47.4,316,17,3,16,5,379,44,1,0,0,9,0,1,0,52,21,60.0,2019-2020,Aston Villa
20,2020-01-01,12:30,Matchweek 21,Wed,Away,W,2.0,1.0,Burnley,1.3,2.2,38.0,19561.0,Jack Grealish,3-4-3,Michael Oliver,Match Report,,2,11,6,54.5,0.18,0.33,16.0,0,0,0,1.3,0.12,0.7,0.7,1,0,0.0,0,0.8,0.0,0,0,0,7,20,35.0,20,2,60.0,45.6,13,61.5,42.2,34,2,5.9,0,5.0,4472,1927,1,0.9,0.7,9,18,5,1,22,309,50,0,2,13,17,4,2,0,0,1,6,21,16,2,1,1,0,4,4,0,0,0,0,13,9,6,7,0,5,62.5,3,3,3,16,35,1,475,80,14,5,50.0,5,50.0,182,13,4,11,2,239,21,1,0,0,10,0,0,0,48,30,46.9,2019-2020,Aston Villa
21,2020-01-12,16:30,Matchweek 22,Sun,Home,L,1.0,6.0,Manchester City,1.1,2.8,30.0,41823.0,Jack Grealish,5-3-2,Jonathan Moss,Match Report,,1,6,0,0.0,0.0,,16.2,0,1,1,0.3,0.06,-0.1,-0.3,11,5,45.5,0,3.7,-2.3,0,0,0,7,20,35.0,17,5,47.1,41.6,12,100.0,59.5,8,0,0.0,0,,5377,1842,0,0.3,0.2,5,11,5,2,12,343,45,0,0,7,14,2,0,1,1,1,9,14,6,1,4,1,0,2,0,0,1,1,0,15,9,9,5,1,6,24.0,19,8,9,24,20,2,500,73,16,17,65.4,9,34.6,302,11,4,16,7,312,12,2,0,0,5,1,0,0,41,11,50.0,2019-2020,Aston Villa
22,2020-01-18,15:00,Matchweek 23,Sat,Away,D,1.0,1.0,Brighton,0.6,1.1,45.0,30551.0,Jack Grealish,3-4-3,Andy Madley,Match Report,,1,8,3,37.5,0.13,0.33,16.4,1,0,0,0.6,0.08,0.4,0.4,2,1,50.0,0,0.8,-0.2,0,0,0,10,14,71.4,20,2,50.0,36.7,6,66.7,47.7,7,0,0.0,2,16.6,5666,2303,1,0.4,0.3,5,24,4,1,31,395,53,0,3,20,29,4,0,2,0,4,14,14,8,2,1,3,0,1,1,0,0,0,0,20,12,11,9,0,3,21.4,11,11,14,34,19,0,583,63,14,12,63.2,7,36.8,276,13,4,16,13,321,31,3,0,0,13,0,0,0,71,16,47.1,2019-2020,Aston Villa
23,2020-01-21,19:30,Matchweek 24,Tue,Home,W,2.0,1.0,Watford,1.3,1.8,64.0,40867.0,Jack Grealish,3-4-3,Martin Atkinson,Match Report,,2,16,5,31.3,0.13,0.4,15.8,0,0,0,1.3,0.08,0.7,0.7,2,1,50.0,0,1.6,0.6,0,0,0,6,12,50.0,32,5,34.4,33.2,2,50.0,28.5,11,1,9.1,1,11.0,9253,3068,1,0.8,0.6,14,42,4,1,54,568,62,0,3,36,31,6,3,3,0,0,17,29,19,6,0,2,0,2,0,0,0,0,0,9,2,5,2,2,4,28.6,10,6,12,21,16,1,747,62,31,11,52.4,10,47.6,389,31,11,23,11,488,53,2,0,0,11,0,0,0,65,33,62.3,2019-2020,Aston Villa
24,2020-02-01,15:00,Matchweek 25,Sat,Away,L,1.0,2.0,Bournemouth,1.7,2.2,60.0,10722.0,Jack Grealish,3-4-3,Anthony Taylor,Match Report,,1,17,4,23.5,0.06,0.25,13.6,0,0,0,1.7,0.1,-0.7,-0.7,6,4,66.7,0,1.5,-0.5,0,0,0,4,10,40.0,23,5,39.1,34.3,6,16.7,23.5,9,2,22.2,1,17.8,7379,2383,0,1.2,0.9,15,43,7,4,51,458,56,0,6,24,28,8,5,0,1,3,11,26,20,1,3,1,0,1,0,0,0,0,0,5,1,4,1,0,2,22.2,7,8,9,14,15,0,626,57,35,10,62.5,6,37.5,352,19,7,17,6,378,51,3,0,0,15,0,0,0,54,26,45.6,2019-2020,Aston Villa
25,2020-02-16,14:00,Matchweek 26,Sun,Home,L,2.0,3.0,Tottenham,1.8,3.4,55.0,41874.0,Jack Grealish,3-4-3,Martin Atkinson,Match Report,,1,18,4,22.2,0.06,0.25,14.8,1,0,0,1.8,0.1,-0.8,-0.8,10,6,70.0,0,2.5,-0.5,0,1,0,4,10,40.0,30,8,30.0,31.8,6,16.7,30.7,14,0,0.0,0,11.0,7082,2790,1,1.6,1.3,14,26,8,2,41,449,62,2,3,29,30,12,12,0,0,0,17,35,21,6,5,1,0,2,1,1,0,0,0,14,8,5,7,2,7,35.0,13,11,15,29,18,4,648,81,31,16,59.3,11,40.7,295,17,5,19,13,375,40,2,0,0,12,0,1,0,58,16,45.7,2019-2020,Aston Villa
26,2020-02-22,15:00,Matchweek 27,Sat,Away,L,0.0,2.0,Southampton,0.5,2.6,54.0,31478.0,Jack Grealish,3-4-3,Craig Pawson,Match Report,,0,4,1,25.0,0.0,0.0,16.9,0,0,0,0.5,0.12,-0.5,-0.5,9,7,77.8,0,1.9,-0.1,0,0,0,5,18,27.8,38,9,44.7,34.6,11,9.1,24.4,16,0,0.0,4,24.6,6001,2365,0,0.5,0.3,4,18,8,2,29,394,58,1,5,20,25,6,5,0,0,2,9,8,8,0,0,0,0,0,0,0,0,0,0,13,6,10,3,0,6,30.0,14,4,10,23,27,0,565,94,14,8,66.7,4,33.3,308,12,4,12,13,320,29,4,0,0,17,0,0,0,44,23,42.6,2019-2020,Aston Villa
27,2020-03-09,20:00,Matchweek 29,Mon,Away,L,0.0,4.0,Leicester City,0.5,2.1,36.0,32125.0,Jack Grealish,4-1-4-1,Michael Oliver,Match Report,,0,4,1,25.0,0.0,0.0,15.4,0,0,0,0.5,0.12,-0.5,-0.5,7,3,57.1,0,1.7,-2.3,1,0,0,7,17,41.2,19,4,42.1,34.6,10,90.0,56.3,18,0,0.0,3,30.0,4037,1788,0,0.4,0.3,3,10,1,0,18,282,60,0,2,10,27,0,0,0,0,2,7,7,5,1,0,1,0,0,0,0,0,0,0,23,16,13,9,1,15,62.5,9,6,10,33,30,1,470,70,4,5,33.3,10,66.7,190,11,0,14,14,232,18,1,0,0,12,0,1,0,63,15,45.5,2019-2020,Aston Villa
28,2020-06-17,18:00,Matchweek 28,Wed,Home,D,0.0,0.0,Sheffield Utd,1.4,0.3,46.0,,Jack Grealish,4-3-3,Michael Oliver,Match Report,,0,14,6,42.9,0.0,0.0,10.0,0,0,0,1.4,0.1,-1.4,-1.4,1,1,100.0,1,0.0,0.0,0,0,0,5,16,31.3,28,8,46.4,40.1,4,75.0,61.0,14,1,7.1,1,13.0,7308,2582,0,1.3,1.2,12,24,3,0,30,385,59,0,9,26,28,12,4,5,2,1,8,26,10,11,0,2,0,0,0,0,0,0,0,8,6,5,2,1,4,44.4,5,7,5,13,20,1,536,45,23,11,64.7,6,35.3,300,12,2,10,12,336,30,1,0,0,11,0,0,0,41,28,45.9,2019-2020,Aston Villa
29,2020-06-21,16:15,Matchweek 30,Sun,Home,L,1.0,2.0,Chelsea,1.0,1.1,27.0,,Jack Grealish,4-3-3,Paul Tierney,Match Report,,1,8,4,50.0,0.13,0.25,15.0,1,0,0,1.0,0.15,0.0,0.0,5,3,60.0,0,1.0,-1.0,0,0,0,5,23,21.7,18,2,55.6,46.8,14,92.9,63.0,25,1,4.0,0,4.5,3256,1538,0,0.6,0.7,5,17,3,2,15,223,54,0,2,10,19,2,1,0,0,0,3,15,9,2,0,3,0,1,0,0,0,0,0,8,3,4,3,1,3,37.5,5,7,17,25,36,0,382,83,7,2,66.7,1,33.3,157,5,1,9,6,174,14,2,0,0,9,0,0,0,38,25,49.0,2019-2020,Aston Villa
30,2020-06-24,18:00,Matchweek 31,Wed,Away,D,1.0,1.0,Newcastle Utd,1.6,0.9,48.0,,Jack Grealish,4-3-3,Chris Kavanagh,Match Report,,1,14,2,14.3,0.07,0.5,18.3,1,0,0,1.6,0.12,-0.6,-0.6,3,2,66.7,0,0.9,-0.1,0,0,0,4,13,30.8,22,4,40.9,38.1,6,66.7,52.3,14,1,7.1,0,10.8,5447,2391,1,1.6,1.4,13,35,9,4,48,375,49,1,1,34,17,9,4,4,0,0,2,26,19,3,2,2,0,2,1,1,0,0,0,5,2,3,2,0,4,23.5,13,5,12,17,18,0,511,50,16,5,71.4,2,28.6,337,17,2,15,4,310,48,2,0,0,13,0,0,0,47,28,56.0,2019-2020,Aston Villa
31,2020-06-27,12:30,Matchweek 32,Sat,Home,L,0.0,1.0,Wolves,0.6,0.7,48.0,,Jack Grealish,4-1-2-1-2◆,Craig Pawson,Match Report,,0,11,1,9.1,0.0,0.0,15.4,0,0,0,0.6,0.06,-0.6,-0.6,2,1,50.0,0,0.7,-0.4,0,0,0,4,15,26.7,19,5,47.4,38.5,7,85.7,59.4,5,0,0.0,0,16.0,6601,2189,0,0.4,0.4,9,37,6,3,30,414,44,0,6,15,15,2,1,0,1,0,3,21,14,3,0,3,0,0,0,0,0,0,0,8,2,6,1,1,3,27.3,8,9,11,19,11,1,538,30,14,9,64.3,5,35.7,337,12,2,12,5,365,30,1,0,0,16,0,0,0,49,20,43.5,2019-2020,Aston Villa
32,2020-07-05,16:30,Matchweek 33,Sun,Away,L,0.0,2.0,Liverpool,0.7,0.7,30.0,,Jack Grealish,4-4-1-1,Paul Tierney,Match Report,,0,9,3,33.3,0.0,0.0,18.0,0,0,0,0.7,0.07,-0.7,-0.7,4,2,50.0,0,1.5,-0.5,0,0,0,5,21,23.8,26,3,69.2,52.4,5,60.0,44.8,16,2,12.5,2,16.0,3617,1773,0,0.7,0.3,9,18,7,1,31,253,54,0,6,18,23,5,3,0,0,5,8,17,12,2,1,1,0,0,0,0,0,0,0,8,5,4,3,1,3,23.1,10,11,17,25,27,0,416,73,12,9,75.0,3,25.0,209,12,0,17,4,196,30,1,0,0,8,0,0,0,62,14,58.3,2019-2020,Aston Villa
33,2020-07-09,20:15,Matchweek 34,Thu,Home,L,0.0,3.0,Manchester Utd,0.5,2.3,34.0,,Jack Grealish,4-4-1-1,Jonathan Moss,Match Report,,0,9,1,11.1,0.0,0.0,20.4,1,0,0,0.5,0.06,-0.5,-0.5,6,3,66.7,0,2.4,-0.6,1,0,0,9,17,52.9,17,4,64.7,38.7,9,66.7,45.4,11,0,0.0,0,,4610,1859,0,0.4,0.4,7,17,7,4,26,301,50,0,5,16,21,3,3,0,0,2,7,15,11,1,0,2,1,0,0,0,0,0,0,9,6,3,5,1,4,30.8,9,9,15,24,17,0,440,61,14,7,58.3,5,41.7,251,16,3,7,6,259,24,2,0,0,7,0,1,0,40,6,31.6,2019-2020,Aston Villa
34,2020-07-12,14:15,Matchweek 35,Sun,Home,W,2.0,0.0,Crystal Palace,1.7,1.2,45.0,,Jack Grealish,4-3-3,Martin Atkinson,Match Report,,2,12,9,75.0,0.17,0.22,18.5,1,0,0,1.7,0.15,0.3,0.3,5,5,100.0,1,0.4,0.4,0,0,0,9,20,45.0,23,3,60.9,40.7,9,66.7,43.7,13,1,7.7,0,4.0,5198,2382,1,1.5,0.8,10,20,8,2,30,306,56,0,11,24,21,5,3,2,0,1,7,24,20,2,0,2,0,4,3,0,0,1,0,12,8,7,4,1,3,14.3,18,4,13,25,13,0,449,62,17,8,57.1,6,42.9,239,24,3,10,9,252,29,2,0,0,21,0,0,0,48,19,48.7,2019-2020,Aston Villa
35,2020-07-16,18:00,Matchweek 36,Thu,Away,D,1.0,1.0,Everton,1.3,0.9,46.0,,Jack Grealish,4-3-3,Anthony Taylor,Match Report,,1,15,1,6.7,0.07,1.0,18.7,1,0,0,1.3,0.09,-0.3,-0.3,1,0,0.0,0,0.3,-0.7,0,0,0,14,24,58.3,26,5,34.6,31.5,16,93.8,53.1,21,2,9.5,1,12.8,6178,2879,1,1.2,1.2,12,25,11,4,39,357,55,1,4,27,18,5,4,0,0,0,6,28,21,3,0,2,1,2,0,1,0,1,0,9,5,3,2,4,1,8.3,11,5,7,16,18,0,493,63,15,8,72.7,3,27.3,256,17,4,13,7,310,38,1,0,0,13,0,0,0,45,21,48.8,2019-2020,Aston Villa
36,2020-07-21,20:15,Matchweek 37,Tue,Home,W,1.0,0.0,Arsenal,0.6,0.6,31.0,,Jack Grealish,4-3-3,Chris Kavanagh,Match Report,,1,8,3,37.5,0.13,0.33,17.9,0,0,0,0.6,0.07,0.4,0.4,0,0,,1,0.0,0.0,0,0,0,15,25,60.0,28,1,71.4,42.9,6,83.3,48.3,25,0,0.0,0,11.0,4368,1917,1,0.5,0.3,7,10,6,2,19,254,48,0,3,24,13,8,3,3,0,1,8,14,10,2,1,1,0,1,0,1,0,0,0,16,9,11,3,2,4,50.0,4,5,10,26,34,0,406,72,17,7,100.0,0,0.0,182,19,3,13,3,214,19,2,0,0,13,0,0,0,39,15,50.0,2019-2020,Aston Villa
37,2020-07-26,16:00,Matchweek 38,Sun,Away,D,1.0,1.0,West Ham,1.0,0.9,38.0,,Jack Grealish,4-1-4-1,Michael Oliver,Match Report,,1,13,4,30.8,0.08,0.25,16.7,1,0,0,1.0,0.08,0.0,0.0,1,0,0.0,0,0.1,-0.9,0,0,0,7,14,50.0,20,2,50.0,36.8,8,50.0,42.0,7,0,0.0,0,,4510,1772,1,0.9,0.4,10,17,5,2,18,261,61,0,3,14,29,7,3,1,0,1,6,20,14,2,1,2,0,2,2,0,0,0,0,13,3,5,6,2,6,54.5,5,9,10,23,12,0,415,42,14,3,33.3,6,66.7,193,11,2,12,9,212,18,1,0,0,13,0,0,0,49,14,38.9,2019-2020,Aston Villa
0,2019-08-10,15:00,Matchweek 1,Sat,Home,D,1.0,1.0,Sheffield Utd,1.3,1.3,53.0,10714.0,Steve Cook,3-4-3,Kevin Friend,Match Report,,1,13,3,23.1,0.08,0.33,18.8,1,0,0,1.3,0.14,-0.3,-0.3,3,2,66.7,0,1.3,0.3,0,0,0,1,10,10.0,17,5,29.4,35.6,9,55.6,48.7,13,0,0.0,0,,7071,2202,0,1.1,0.4,7,28,4,0,38,472,59,0,3,14,27,3,1,1,0,1,12,22,12,2,1,3,1,1,0,0,0,0,0,18,13,13,3,2,9,60.0,6,5,13,31,15,0,633,46,16,8,47.1,9,52.9,433,14,2,13,5,406,37,2,0,0,10,0,0,0,51,13,39.4,2019-2020,Bournemouth
1,2019-08-17,15:00,Matchweek 2,Sat,Away,W,2.0,1.0,Aston Villa,1.6,2.0,37.0,40996.0,Steve Cook,4-4-1-1,Martin Atkinson,Match Report,,2,11,3,27.3,0.09,0.33,19.5,0,1,1,0.9,0.08,0.4,0.1,7,6,85.7,0,1.5,0.5,0,0,0,9,31,29.0,30,3,70.0,47.1,11,90.9,64.9,25,2,8.0,0,6.0,4038,1879,0,0.8,0.5,10,19,10,2,23,280,46,0,3,14,14,5,2,0,0,2,8,21,17,2,0,1,0,2,1,0,0,1,0,15,9,8,6,1,1,10.0,9,11,11,26,26,1,441,80,18,3,60.0,2,40.0,267,17,4,17,5,227,22,2,0,0,13,1,0,0,46,21,42.9,2019-2020,Bournemouth
2,2019-08-25,14:00,Matchweek 3,Sun,Home,L,1.0,3.0,Manchester City,2.2,3.0,26.0,10486.0,Steve Cook,5-4-1,Andre Marriner,Match Report,,1,10,7,70.0,0.1,0.14,14.2,1,0,0,2.2,0.22,-1.2,-1.2,5,2,40.0,0,2.3,-0.7,0,0,0,15,28,53.6,27,2,85.2,55.3,5,100.0,69.6,7,0,0.0,0,,3723,1846,0,0.9,0.5,6,17,4,1,21,237,36,1,2,15,7,4,4,0,0,2,7,17,10,2,1,3,1,2,1,0,0,1,0,8,5,2,4,2,2,22.2,7,6,16,24,23,0,387,63,14,6,46.2,7,53.8,219,12,3,15,9,181,21,1,0,0,7,0,0,0,57,15,48.4,2019-2020,Bournemouth
3,2019-08-31,15:00,Matchweek 4,Sat,Away,L,1.0,3.0,Leicester City,0.6,2.0,45.0,31613.0,Steve Cook,4-4-2,Peter Bankes,Match Report,,1,8,2,25.0,0.13,0.5,21.3,0,0,0,0.6,0.08,0.4,0.4,6,3,50.0,0,2.8,-0.2,0,0,0,1,12,8.3,21,8,38.1,32.3,7,57.1,47.0,8,0,0.0,0,15.0,5659,2291,1,0.6,0.5,8,23,8,0,41,430,48,1,2,17,21,5,2,2,0,1,18,15,13,1,1,0,0,2,2,0,0,0,0,14,11,7,7,0,8,50.0,8,8,22,36,21,1,599,57,13,15,71.4,6,28.6,384,27,3,19,16,360,41,3,0,0,11,0,0,0,60,21,58.3,2019-2020,Bournemouth
4,2019-09-15,14:00,Matchweek 5,Sun,Home,W,3.0,1.0,Everton,1.4,1.5,41.0,10416.0,Steve Cook,4-4-2,Paul Tierney,Match Report,,3,13,6,46.2,0.23,0.5,18.9,3,0,0,1.4,0.11,1.6,1.6,5,4,80.0,0,1.3,0.3,0,0,0,4,17,23.5,25,6,40.0,35.9,12,58.3,42.4,20,0,0.0,0,7.3,4423,1798,2,1.1,0.6,9,20,2,0,27,317,55,2,0,7,23,7,3,2,0,4,10,21,13,3,1,3,0,4,1,0,1,1,0,18,9,9,7,2,6,37.5,10,7,13,31,37,1,512,87,16,6,42.9,8,57.1,281,14,4,16,10,252,27,0,0,0,5,0,0,0,55,23,48.9,2019-2020,Bournemouth
5,2019-09-20,20:00,Matchweek 6,Fri,Away,W,3.0,1.0,Southampton,1.2,2.5,35.0,30168.0,Steve Cook,4-4-2,Chris Kavanagh,Match Report,,3,6,3,50.0,0.5,1.0,19.8,1,0,0,1.2,0.2,1.8,1.8,6,5,100.0,0,2.0,1.0,1,0,0,8,22,36.4,19,5,47.4,39.9,16,81.3,56.7,20,0,0.0,1,22.0,3514,1875,3,1.1,0.2,4,20,0,0,21,284,53,0,2,10,22,5,2,3,0,2,20,9,5,1,2,1,0,6,4,1,1,0,0,8,6,6,2,0,3,27.3,8,7,15,23,27,1,483,87,13,12,46.2,14,53.8,234,6,3,17,16,201,21,3,0,0,9,0,1,0,63,26,54.2,2019-2020,Bournemouth
